system:index,UF,UF_codigo_gaul,def_anual_mm,excedente_anual_mm,indice_aridez_ia,indice_hidrico_ih,indice_umidade_im,latitude,longitude,municipio,municipio_codigo_gaul,pet_anual_mm,th_classe,th_classe_codigo,th_petr,th_pety,th_subtipo,thornthwaite_completo,.geo
000600000000000001c5_0,Maranhao,674,311.55333292484283,267.9333340227604,23.022713456994577,19.799346445352555,5.985718371155809,-5.592012643644021,-47.04926300575994,Buritirana,7492,1353.2433242797852,C2,6,a',A',w,C2wA'a',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001c6_0,Maranhao,674,301.02999573946,460.8999922275543,22.46593107937593,34.39706210815931,20.91750346053375,-6.17591757832171,-47.27384182678982,Campestre Do Maranhao,7496,1339.9399948120117,B1,5,a',A',w,B1wA'a',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001c7_0,Maranhao,674,183.79999834299088,1717.4666774272919,13.900197770046077,129.8864346840386,121.54631602201094,-1.6394253935181267,-45.65687431537468,Candido Mendes,7497,1322.283332824707,A,1,b4',A',r,ArA'b4',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001c8_0,Maranhao,674,400.15666776895523,483.69998816400766,29.090949143391025,35.164456548460045,17.70988706242543,-7.388643211883064,-47.18401029837786,Carolina,7500,1375.5366516113281,C2,6,a',A',w,C2wA'a',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001c9_0,Maranhao,674,256.5700009763241,1320.9333293177187,19.271609371481304,99.21857984765117,87.65561422476239,-1.2800992798703181,-46.01620042902249,Carutapera,7501,1331.3366622924805,B4,2,b4',A',w,B4wA'b4',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001ca_0,Maranhao,674,160.00333285331726,1308.233337521553,12.288885264468261,100.47746567062484,93.10413451194388,-2.3580776208137437,-46.10603195743444,Centro Do Guilherme,7505,1302.0166549682617,B4,2,b4',A',r,B4rA'b4',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001cb_0,Maranhao,674,228.70666905492544,780.7666538953781,17.197886575170262,58.71073375714819,48.39200181204603,-3.256392904933265,-46.645021127906155,Centro Novo Do Maranhao,7506,1329.8533401489258,B2,4,b4',A',w,B2wA'b4',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001cc_0,Maranhao,674,327.00666785240173,449.60000255703926,24.02823575726634,33.03631369004436,18.619372235684555,-5.053023473172308,-47.81283099726153,Cidelandia,7508,1360.9266662597656,C2,6,a',A',w,C2wA'a',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001cd_0,Maranhao,674,328.77666252851486,310.63333708047867,24.060702083635462,22.732927949503363,8.296506699322087,-5.592012643644021,-47.318757590995794,Davinopolis,7515,1366.4466705322266,C2,6,a',A',w,C2wA'a',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001ce_0,Maranhao,674,327.4899972677231,467.7000003159046,24.35491562028809,34.78211285332967,20.16916348115682,-6.759822512999399,-47.18401029837786,Estreito,7519,1344.6566696166992,B1,5,a',A',w,B1wA'a',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001cf_0,Maranhao,674,374.0200011264533,276.33332881331444,27.37105557400219,20.22227388139352,3.7996405369922037,-7.029317098235255,-46.645021127906155,Feira Nova Do Maranhao,7520,1366.4800033569336,C2,6,a',A',w,C2wA'a',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001d0_0,Maranhao,674,366.19333144277334,206.2666693776846,26.839081952389478,15.117719434329018,-0.9857297371046663,-6.5352436919695185,-46.19586348584639,Formosa Da Serra Negra,7522,1364.4033432006836,C1,7,a',A',s,C1sA'a',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001d1_0,Maranhao,674,415.52666687965393,233.89999802410603,30.470086541447035,17.151614444766626,-1.1304374801015946,-6.984401334029279,-46.061116193228465,Fortaleza Dos Nogueiras,7523,1363.7200088500977,C1,7,a',A',s,C1sA'a',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001d2_0,Maranhao,674,225.43000546097755,1662.3333355337381,16.835363336199315,124.14490090775003,114.04368290603044,-1.3699308082822703,-45.79162160799261,Godofredo Viana,7525,1339.0266723632812,A,1,b4',A',w,AwA'b4',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001d3_0,Maranhao,674,320.23666965961456,328.1333307027817,23.454605324212846,24.032968409063304,9.960205214535597,-5.726759936261949,-47.318757590995794,Governador Edison Lobao,7528,1365.3466567993164,C2,6,a',A',w,C2wA'a',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001d4_0,Maranhao,674,274.0999974012375,718.9333292245865,20.151448170578657,52.85497212451054,40.76410322216334,-3.3911401975511937,-45.88145313640456,Governador Newton Bello,7531,1360.1999969482422,B2,4,b4',A',w,B2wA'b4',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001d5_0,Maranhao,674,167.4466695189476,1475.4999920129776,12.819243631338558,112.96010801523964,105.2685618364365,-2.0436672713719113,-45.836537372198585,Governador Nunes Freire,7532,1306.2133331298828,A,1,b4',A',r,ArA'b4',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001d6_0,Maranhao,674,580.9666604101658,350.3333224058151,42.535900096497976,25.64991111849216,0.12837106059337344,-5.861507228879877,-46.061116193228465,Grajau,7534,1365.8266525268555,C2,6,b4',A',w2,C2w2A'b4',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001d7_0,Maranhao,674,316.46333134174347,662.1666682362556,22.162228861203793,46.372163193420086,33.07482587669781,-3.66063478278705,-45.162800909108945,Igarape Do Meio,7538,1427.9400024414062,B1,5,b4',A',w,B1wA'b4',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001d8_0,Maranhao,674,343.42666560411453,364.86666880548,24.979754853751523,26.539231963927733,11.55137905167682,-5.3674338226141405,-47.543336412025674,Imperatriz,7540,1374.8199996948242,C2,6,a',A',w,C2wA'a',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001d9_0,Maranhao,674,398.58000391721725,156.3333330899477,28.515489357607287,11.184508636041771,-5.9247849785226006,-5.142855001584261,-45.52212702275675,Itaipava Do Grajau,7541,1397.7666625976562,C1,7,b4',A',s,C1sA'b4',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001da_0,Maranhao,674,297.9533414840698,495.49998366832733,22.018860117232705,36.61762870032225,23.40631262998263,-4.558950066906571,-47.4984206478197,Itinga Do Maranhao,7543,1353.173324584961,B1,5,a',A',w,B1wA'a',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001db_0,Maranhao,674,640.7599955797195,249.13333356380463,46.096956865605954,17.922917489074916,-9.735256630288657,-5.502181115232069,-45.611958551168705,Jenipapo Dos Vieiras,7545,1390.0266723632812,C1,7,b4',A',s,C1sA'b4',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001dc_0,Maranhao,674,327.2966651916504,278.9666674733162,24.102143582191225,20.543120016667952,6.081833867353218,-5.232686529996212,-47.094178769965914,Joao Lisboa,7546,1357.9566650390625,C2,6,a',A',w,C2wA'a',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001dd_0,Maranhao,674,157.28333348035812,1414.6666988134384,12.010762115191412,108.02940664945436,100.82294938033951,-1.9089199787539832,-46.10603195743444,Junco Do Maranhao,7548,1309.5200119018555,A,1,b4',A',r,ArA'b4',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001de_0,Maranhao,674,363.7999984920025,407.19999216496944,25.30002338694912,28.31822256086596,13.138208528696486,-4.514034302700596,-45.162800909108945,Lago Da Pedra,7549,1437.9433288574219,C2,6,b4',A',w,C2wA'b4',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001df_0,Maranhao,674,353.5333302170038,311.29999984800816,25.09488034038942,22.09702898833858,7.0401007841049275,-4.783528887936452,-45.29754820172687,Lagoa Grande Do Maranhao,7554,1408.7866744995117,C2,6,b4',A',w,C2wA'b4',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001e0_0,Maranhao,674,323.47666823863983,303.13333535194397,23.87857356798213,22.37685854909691,8.049714408307631,-6.086086049909758,-46.91451571314201,Lajeado Novo,7555,1354.6733322143555,C2,6,a',A',w,C2wA'a',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001e1_0,Maranhao,674,232.8200021982193,1488.5666684657335,17.60356109902013,112.55078623352834,101.98864957411627,-1.3699308082822703,-45.88145313640456,Luis Domingues,7558,1322.5733184814453,A,1,b4',A',w,AwA'b4',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001e2_0,Maranhao,674,155.7299998998642,1441.3000119924545,11.931535318502553,110.42780458937843,103.2688833982769,-2.0436672713719113,-46.01620042902249,Maracacume,7560,1305.1966552734375,A,1,b4',A',r,ArA'b4',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001e3_0,Maranhao,674,355.2999986857176,250.1666607707739,25.645899108266292,18.057272631892772,2.669733166932998,-4.738613123730476,-45.56704278696272,Maraja Do Sena,7561,1385.4066772460938,C2,6,b4',A',w,C2wA'b4',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001e4_0,Maranhao,674,165.89666759967804,1273.1666655540466,12.664254459344008,97.19126282053338,89.59271014492698,-2.447909149225696,-46.01620042902249,Maranhaozinho,7562,1309.9599990844727,B4,2,b4',A',r,B4rA'b4',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001e5_0,Maranhao,674,289.3733342885971,721.0999979972839,20.448388943371512,50.95608848121127,38.68705511518836,-3.480971725963146,-45.34246396593284,Moncao,7571,1415.1400146484375,B1,5,b4',A',w,B1wA'b4',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001e6_0,Maranhao,674,295.0500020235777,286.13333266973495,21.64080398683695,20.98679994556083,8.00231755345866,-5.861507228879877,-47.04926300575994,Montes Altos,7572,1363.3966751098633,C2,6,a',A',w,C2wA'a',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001e7_0,Maranhao,674,394.2100051045418,253.10000218451023,29.07239158490019,18.665742315941028,1.2223073650009155,-7.164064390853183,-46.285695014258344,Nova Colinas,7575,1355.9600143432617,C2,6,a',A',w,C2wA'a',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001e8_0,Maranhao,674,205.55666850879788,1042.766686797142,15.448380618508839,78.36795950628172,69.09893113517641,-2.8072352628735047,-45.79162160799261,Nova Olinda Do Maranhao,7577,1330.6033401489258,B3,3,b4',A',r,B3rA'b4',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001e9_0,Maranhao,674,345.2133357524872,513.8666649460793,24.180585871600528,35.99396585070112,21.485614327740805,-3.9750451322288827,-45.117885144902964,Olho D'agua Das Cunhas,7578,1427.6466979980469,B1,5,b4',A',w,B1wA'b4',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001ea_0,Maranhao,674,368.60333785414696,333.3333357423544,26.122072269172374,23.622568196687094,7.9493248351836705,-4.379287010082667,-45.4322954943448,Paulo Ramos,7587,1411.0800018310547,C2,6,b4',A',w,C2wA'b4',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001eb_0,Maranhao,674,231.58666774630547,902.7666780948639,17.303807887065386,67.45336990517205,57.071085172932825,-2.986898319697409,-45.4322954943448,Pedro Do Rosario,7589,1338.356674194336,B2,4,b4',A',w,B2wA'b4',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001ec_0,Maranhao,674,283.0466717481613,717.766668856144,20.186618619994633,51.190434117645054,39.078462945648276,-3.256392904933265,-45.29754820172687,Penalva,7590,1402.1499938964844,B1,5,b4',A',w,B1wA'b4',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001ed_0,Maranhao,674,297.6700003147125,680.5999888181686,21.131380051640868,48.31530557884172,35.636477547857204,-3.705550546993026,-45.4322954943448,Pindare Mirim,7593,1408.6633224487305,B1,5,b4',A',w,B1wA'b4',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001ee_0,Maranhao,674,336.8399965018034,535.066663056612,23.78516780617664,37.78247981374847,23.51137913004249,-3.840297839610954,-45.252632437520894,Pio Xii,7595,1416.1766662597656,B1,5,b4',A',w,B1wA'b4',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001ef_0,Maranhao,674,306.8400069475174,454.7666707932949,22.849058370364407,33.86452213068027,20.15508710846163,-6.355580635145614,-47.18401029837786,Porto Franco,7598,1342.9000091552734,B1,5,a',A',w,B1wA'a',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001f0_0,Maranhao,674,177.48999746516347,1358.5666502714157,13.54086112957853,103.6461919506906,95.52167527294348,-2.40299338501972,-45.79162160799261,Presidente Medici,7602,1310.773338317871,B4,2,b4',A',r,B4rA'b4',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001f1_0,Maranhao,674,215.98666763305664,1184.966644525528,16.333588683725445,89.61089120786102,79.81073799762575,-2.5826564418436244,-45.34246396593284,Presidente Sarney,7603,1322.3466796875,B3,3,b4',A',r,B3rA'b4',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001f2_0,Maranhao,674,429.5100007802248,259.6666639968753,31.093195224776753,18.797853978614704,0.14193684374865256,-7.613222032912945,-46.645021127906155,Riachao,7607,1381.3633422851562,C2,6,a',A',w,C2wA'a',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001f3_0,Maranhao,674,305.59999644756317,388.9000076651573,22.45451767803757,28.575138084481654,15.102427477659115,-5.95133875729183,-47.318757590995794,Ribamar Fiquene,7608,1360.9733276367188,C2,6,a',A',w,C2wA'a',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001f4_0,Maranhao,674,443.6499933600426,154.33333661034703,31.650626798272558,11.010361574877948,-7.980014504085588,-7.523390504500992,-45.611958551168705,Sambaiba,7610,1401.709976196289,C1,7,a',A',s,C1sA'a',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001f5_0,Maranhao,674,316.7299996614456,584.2666627168655,22.587377474662087,41.66656669956531,28.114140214768057,-3.7953820754049783,-45.4322954943448,Santa Ines,7613,1402.2433547973633,B1,5,b4',A',w,B1wA'b4',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001f6_0,Maranhao,674,336.516668824479,326.8333332389593,24.447684037215485,23.74419695692293,9.07558653459364,-4.289455481670715,-45.88145313640456,Santa Luzia,7614,1376.476676940918,C2,6,b4',A',w,C2wA'b4',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001f7_0,Maranhao,674,182.84333029203117,1079.9333236217499,14.020867669545481,82.81189255440347,74.39937195267618,-2.7623194986675284,-45.97128466481651,Santa Luzia Do Parua,7615,1304.0799942016602,B3,3,b4',A',r,B3rA'b4',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001f8_0,Maranhao,674,327.1000012755394,346.83333814144135,24.02685547038909,25.476351132194775,11.060237849961322,-5.142855001584261,-47.36367335520177,Sao Francisco Do Brejao,7627,1361.3933029174805,C2,6,a',A',w,C2wA'a',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001f9_0,Maranhao,674,260.590003490448,643.4000027179718,19.408584115184986,47.92003877815572,36.27488830904473,-3.570803254375098,-46.37552654267029,Sao Joao Do Caru,7630,1342.6533432006836,B1,5,b4',A',w,B1wA'b4',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001fa_0,Maranhao,674,328.5533299446106,316.6000018417835,24.444780129708466,23.555437515706856,8.888569437881777,-6.445412163557567,-46.91451571314201,Sao Joao Do Paraiso,7631,1344.063346862793,C2,6,a',A',w,C2wA'a',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001fb_0,Maranhao,674,303.68999479711056,566.3333287239075,22.374512012965695,41.724890789838035,28.30018358205862,-5.142855001584261,-48.351820167733244,Sao Pedro Da Agua Branca,7639,1357.303321838379,B1,5,a',A',w,B1wA'a',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001fc_0,Maranhao,674,352.91667085886,268.366663813591,25.8994797611209,19.69461221847277,4.15492436180023,-6.8047382772053755,-46.68993689211213,Sao Pedro Dos Crentes,7640,1362.6399993896484,C2,6,a',A',w,C2wA'a',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001fd_0,Maranhao,674,452.5700008571148,185.13333743810654,32.046706983037986,13.10938375595963,-6.11864043386316,-7.029317098235255,-45.701790079580654,Sao Raimundo Das Mangabeiras,7641,1412.219985961914,C1,7,a',A',s,C1sA'a',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001fe_0,Maranhao,674,321.95000195503235,270.0333307683468,23.78401953992188,19.948681399050255,5.678269675097129,-5.412349586820117,-47.094178769965914,Senador La Rocque,7647,1353.6399993896484,C2,6,a',A',w,C2wA'a',"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000001ff_0,Maranhao,674,380.0466636419296,299.16666927933693,28.12472995318844,22.139338637645896,5.264500665732832,-6.220833342527686,-46.60010536370017,Sitio Novo,7649,1351.2900009155273,C2,6,a',A',w,C2wA'a',"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000200_0,Maranhao,674,444.17332731187344,193.9333348982036,31.697384544937503,13.839596198972806,-5.178834527989693,-8.331874260208561,-45.88145313640456,Tasso Fragoso,7652,1401.2933044433594,C1,7,a',A',s,C1sA'a',"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000201_0,Maranhao,674,310.15999472141266,556.8000004887581,22.37478341593831,40.16726731028094,26.742397260717958,-3.7953820754049783,-45.56704278696272,Tufilandia,7656,1386.2033386230469,B1,5,b4',A',w,B1wA'b4',"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000202_0,Maranhao,674,213.7766678929329,1309.933339715004,16.218957069989813,99.38293458679354,89.65156034479965,-1.774172686136055,-45.4322954943448,Turiacu,7658,1318.0666732788086,B4,2,b4',A',r,B4rA'b4',"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000203_0,Maranhao,674,198.19000151753426,1457.5000098347664,15.184879004292306,111.67042297104841,102.55949556847303,-2.1784145639898393,-45.477211258550774,Turilandia,7659,1305.1799850463867,A,1,b4',A',r,ArA'b4',"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000204_0,Maranhao,674,307.1733296215534,525.5999869704247,22.68691950382485,38.819270573719514,25.207118871424605,-5.053023473172308,-48.08232558249739,Vila Nova Dos Martirios,7664,1353.9666748046875,B1,5,a',A',w,B1wA'a',"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000205_0,Maranhao,674,346.4233346879482,470.09999772906303,24.50651896720139,33.25559613703875,18.55168475671792,-4.019960896434859,-45.29754820172687,Vitorino Freire,7666,1413.596664428711,C2,6,b4',A',w,C2wA'b4',"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000206_0,Maranhao,674,246.7666699886322,767.2666747570038,18.493999567380097,57.503023206800485,46.40662346637242,-3.3013086691392415,-46.061116193228465,Ze Doca,7667,1334.3066711425781,B2,4,b4',A',w,B2wA'b4',"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000207_0,Mato Grosso,675,283.6733367443085,302.5999985933304,23.098365504989555,24.63948656414677,10.780467261153039,-15.159070419516924,-56.30191043219101,Acorizal,7745,1228.1100006103516,C2,6,b3',A',w,C2wA'b3',"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000208_0,Mato Grosso,675,428.12334021925926,626.6000086963177,32.398161227953196,47.41784948417755,27.978952747405636,-14.036176314367523,-52.30440741785914,Agua Boa,7746,1321.4433288574219,B1,5,b4',A',w,B1wA'b4',"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000209_0,Mato Grosso,675,292.4300056695938,1091.0333270579576,21.74012206331222,81.11068373804675,68.06661050005941,-10.038673300035653,-56.34682619639698,Alta Floresta,7747,1345.1166687011719,B3,3,a',A',w,B3wA'a',"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000020a_0,Mato Grosso,675,352.9599959850311,678.4333372116089,27.4128780553486,52.69098638150981,36.24325954830065,-17.449774394021706,-53.47221728721451,Alto Araguaia,7748,1287.5700073242188,B1,5,b4',A',w,B1wA'b4',"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000020b_0,Mato Grosso,675,392.069999627769,683.8666624948382,29.140869758023975,50.828855465954284,33.3443336111399,-12.0149669250986,-51.72050248318145,Alto Boa Vista,7749,1345.4299850463867,B1,5,a',A',w,B1wA'a',"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000020c_0,Mato Grosso,675,332.52333158254623,772.0999936461449,26.49679792506588,61.52403626001796,45.62595750497843,-16.865869459344015,-53.60696457983244,Alto Garcas,7750,1254.9566650390625,B2,4,b4',A',w,B2wA'b4',"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000020d_0,Mato Grosso,675,280.9066654443741,512.6999977231026,22.3163779765597,40.730991269538784,27.341164483602967,-14.75482854166314,-56.616320781632844,Alto Paraguai,7751,1258.7466735839844,B1,5,b4',A',w,B1wA'b4',"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000020e_0,Mato Grosso,675,331.87666672468185,692.3999831676483,25.860855360803548,53.95394618500211,38.437432968519985,-17.809100507669513,-53.292554230390614,Alto Taquari,7752,1283.316665649414,B1,5,b4',A',w,B1wA'b4',"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000020f_0,Mato Grosso,675,188.77666926383972,1069.0999913662672,15.712752149959613,88.9861191712417,79.55846788126593,-8.736116138062346,-57.82904641519419,Apiacas,7753,1201.423324584961,B3,3,a',A',r,B3rA'a',"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000210_0,Mato Grosso,675,444.7933316230774,621.9999980852008,32.63955278428913,45.643224225613196,26.059492555039718,-15.114154655310948,-51.8103340115934,Araguaiana,7754,1362.7433395385742,B1,5,b4',A',w,B1wA'b4',"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000211_0,Mato Grosso,675,359.7299934849143,727.6666724979877,28.08240490871748,56.80546661596222,39.95602367073173,-16.731122166726088,-53.11289117356671,Araguainha,7755,1280.9800109863281,B1,5,b4',A',w,B1wA'b4',"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000212_0,Mato Grosso,675,285.3833337156102,510.43333595991135,22.062252995341566,39.460291000825734,26.222939203620797,-15.248901947928877,-58.45786711407786,Araputanga,7756,1293.5366744995117,B1,5,b4',A',w,B1wA'b4',"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000213_0,Mato Grosso,675,266.18999686837196,707.100006967783,21.006818215676972,55.80195154373603,43.19786061432985,-14.485333956427283,-56.840899602662724,Arenapolis,7757,1267.1599960327148,B2,4,b4',A',w,B2wA'b4',"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000214_0,Mato Grosso,675,205.2033335864544,1111.2333571016788,17.776783118772805,96.26624498875267,85.60017511748899,-9.859010243211747,-60.2544976823169,Aripuana,7758,1154.3333358764648,B4,2,a',A',w,B4wA'a',"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000215_0,Mato Grosso,675,318.40666699409485,341.9666609764099,23.852771350744966,25.6177191603821,11.306056349935123,-16.82095369513804,-56.03241584695515,Barao De Melgaco,7759,1334.8833236694336,C2,6,b3',A',w,C2wA'b3',"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000216_0,Mato Grosso,675,305.0066656321287,532.8666682243347,23.658477256079586,41.3329129203803,27.13782656673255,-15.024323126898997,-57.69429912257627,Barra Do Bugres,7760,1289.2066650390625,B1,5,b4',A',w,B1wA'b4',"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000217_0,Mato Grosso,675,369.23665857315063,811.2333296015859,29.112110131431557,63.96091364522653,46.4936475663676,-15.33873347634083,-52.484070474683044,Barra Do Garcas,7761,1268.326675415039,B2,4,b4',A',w,B2wA'b4',"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000218_0,Mato Grosso,675,241.1166663467884,1012.1999731399119,19.304674066740517,81.04039786169587,69.45759342165155,-12.419208802952385,-58.0087094720181,Brasnorte,7762,1249.0066680908203,B3,3,a',A',w,B3wA'a',"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000219_0,Mato Grosso,675,400.80333483219147,287.8000032901764,29.34976531913474,21.074831023922044,3.4649718324412007,-16.50654334569621,-57.82904641519419,Caceres,7763,1365.6100158691406,C2,6,b3',A',w,C2wA'b3',"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000021a_0,Mato Grosso,675,396.69000166654587,776.4666547551751,30.828832641818465,60.34324145008736,41.845941864996284,-14.350586663809356,-53.15780693777268,Campinapolis,7764,1286.7499923706055,B2,4,b4',A',w,B2wA'b4',"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000021b_0,Mato Grosso,675,296.82666501402855,1013.2333448380232,23.911408847400022,81.62284464940363,67.27599934096362,-13.721765964925691,-58.0087094720181,Campo Novo Do Parecis,7765,1241.3600006103516,B3,3,b4',A',w,B3wA'b4',"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000021c_0,Mato Grosso,675,313.2999984025955,859.1333521306515,26.0017982749265,71.3023052258577,55.70122626090179,-15.33873347634083,-54.95443750601173,Campo Verde,7766,1204.9166564941406,B2,4,b4',A',w,B2wA'b4',"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000021d_0,Mato Grosso,675,254.87333357334137,831.0999871194363,20.50194402156317,66.85346471266452,54.552298299726615,-13.542102908101786,-59.17651934137348,Campos De Julio,7767,1243.1666641235352,B2,4,a',A',w,B2wA'a',"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000021e_0,Mato Grosso,675,431.4066698923707,756.3333298414946,31.495745061806304,55.217694581258584,36.320247544174805,-11.20648316939103,-51.8103340115934,Cana Brava Do Norte,7768,1369.7300033569336,B1,5,a',A',w,B1wA'a',"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000021f_0,Mato Grosso,675,395.21000024676323,682.899998895824,30.205286728367774,52.192986666762195,34.06981462974153,-13.317524087071906,-52.39423894627109,Canarana,7769,1308.4133377075195,B1,5,a',A',w,B1wA'a',"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000220_0,Mato Grosso,675,305.4899982213974,1044.5666734278202,22.206257274600887,75.93019878117722,62.60644441641669,-10.083589064241629,-55.807837025925274,Carlinda,7770,1375.6933212280273,B3,3,a',A',w,B3wA'a',"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000221_0,Mato Grosso,675,251.43333411216736,929.0333232954144,20.487762463580474,75.70123554077364,63.40857806262535,-10.936988584155173,-58.59261440669579,Castanheira,7771,1227.236671447754,B3,3,a',A',w,B3wA'a',"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000222_0,Mato Grosso,675,316.16000471264124,648.96665802598,25.412748737179314,52.16354495632949,36.9158957140219,-15.114154655310948,-55.53834244068941,Chapada Dos Guimaraes,7772,1244.0999908447266,B1,5,b4',A',w,B1wA'b4',"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000223_0,Mato Grosso,675,296.8200030326843,885.4666652679443,22.818616776951668,68.07197728277657,54.380807216605575,-11.431061990420911,-55.04426903442368,Claudia,7773,1300.7799987792969,B2,4,a',A',w,B2wA'a',"{""type"":""MultiPoint"",""coordinates"":[]}"
