system:index,UF,UF_codigo_gaul,def_anual_mm,excedente_anual_mm,indice_aridez_ia,indice_hidrico_ih,indice_umidade_im,latitude,longitude,municipio,municipio_codigo_gaul,pet_anual_mm,th_classe,th_classe_codigo,th_petr,th_pety,th_subtipo,thornthwaite_completo,.geo
00000000000000001782_0,Bahia,669,260.4466663375497,537.633330821991,18.9001558215099,39.015103822459665,27.67501032955372,-12.643787623982265,-38.605099335036435,Sao Francisco Do Conde,6886,1378.013328552246,B1,5,b2',A',s,B1sA'b2',"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001783_0,Bahia,669,1028.216682434082,36.30000074207783,69.94623752738714,2.469371016368897,-39.498371500063385,-11.071735876773102,-41.704287065248785,Sao Gabriel,6887,1470.009994506836,D,8,b3',A',d,DdA'b3',"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001784_0,Bahia,669,423.383327960968,56.566667318344116,32.7276421486307,4.3726182002756655,-15.263967088902755,-12.419208802952385,-38.964425448684246,Sao Goncalo Dos Campos,6888,1293.6566772460938,C1,7,b2',A',d,C1dA'b2',"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001785_0,Bahia,669,119.61333256959915,316.6666679382324,10.009427980601846,26.49915472207564,20.493497933714533,-15.069238891104973,-39.36866732653803,Sao Jose Da Vitoria,6889,1195.0066757202148,B1,5,b2',A',r,B1rA'b2',"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001786_0,Bahia,669,859.7499847412109,34.50000071525574,62.42723646028949,2.5050767557497697,-34.951265120423926,-11.431061990420911,-39.90765649700974,Sao Jose Do Jacuipe,6890,1377.2033386230469,D,8,b2',A',d,DdA'b2',"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001787_0,Bahia,669,302.8600013256073,106.60000014305115,24.850119682601793,8.746690715596355,-6.16338109396472,-13.04802950183605,-39.413583090744005,Sao Miguel Das Matas,6891,1218.7466506958008,C1,7,b2',A',d,C1dA'b2',"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001788_0,Bahia,669,285.40999928861856,384.4333281517029,20.774718198368006,27.98253066927793,15.517699750257128,-12.509040331364336,-38.515267806624486,Sao Sebastiao Do Passe,6892,1373.8333129882812,C2,6,b2',A',s,C2sA'b2',"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001789_0,Bahia,669,413.09000277519226,55.4333336353302,33.53139383552348,4.499641553305229,-15.619194748008859,-12.733619152394217,-39.2339200339201,Sapeacu,6893,1231.9499893188477,C1,7,b2',A',d,C1dA'b2',"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000178a_0,Bahia,669,744.3666677474976,35.299999833106995,55.662461193632936,2.639673370640625,-30.757803345539134,-11.610725047244815,-38.56018357083046,Satiro Dias,6894,1337.2866592407227,D,8,b2',A',d,DdA'b2',"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000178b_0,Bahia,669,308.5733309984207,347.5000059604645,22.60168943196097,25.452903486216062,11.89188982703948,-12.778534916600194,-38.78476239186034,Saubara,6895,1365.2666625976562,C2,6,b2',A',s,C2sA'b2',"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000178c_0,Bahia,669,748.6599960327148,77.23333382606506,52.30288492452738,5.395675196816272,-25.986055757900154,-10.892072819949197,-40.40172990327548,Saude,6896,1431.393310546875,D,8,b2',A',d,DdA'b2',"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000178d_0,Bahia,669,824.6166687011719,52.33333417773247,61.169713388522915,3.882064447423577,-32.81976358569017,-12.419208802952385,-41.88395012207269,Seabra,6897,1348.0799942016602,D,8,b3',A',d,DdA'b3',"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000178e_0,Bahia,669,851.303337097168,54.73333336785436,56.821362088567774,3.6532483993471794,-30.439568853793485,-14.575165484839236,-43.14159151984002,Sebastiao Laranjeiras,6898,1498.2100143432617,D,8,b3',A',d,DdA'b3',"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000178f_0,Bahia,669,870.8599967956543,57.8333335518837,59.01921441235499,3.9194335778874767,-31.492095069525515,-10.487830942095414,-40.13223531803962,Senhor Do Bonfim,6899,1475.553352355957,D,8,b2',A',d,DdA'b2',"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001790_0,Bahia,669,1172.7033348083496,34.66666705533862,72.59163489786943,2.145905075317623,-41.409075863404034,-10.128504828447605,-41.61445553683683,Sento Se,6900,1615.4799880981445,E,9,b3',A',d,EdA'b3',"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001791_0,Bahia,669,907.1833343505859,92.33333271741867,57.81957465683735,5.884889880821191,-28.806854913281214,-13.49718714389581,-43.68058069031173,Serra Do Ramalho,6901,1568.9899826049805,D,8,b3',A',d,DdA'b3',"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001792_0,Bahia,669,869.4333438873291,68.96666548401117,55.21532295520403,4.379883443182833,-28.749310329939583,-12.823450680806168,-43.81532798292966,Serra Dourada,6902,1574.623306274414,D,8,b3',A',d,DdA'b3',"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001793_0,Bahia,669,724.5233287811279,31.166666388511658,56.06709749553951,2.411826443125503,-31.228432054198198,-12.104798453510552,-39.36866732653803,Serra Preta,6903,1292.2433319091797,D,8,b2',A',d,DdA'b2',"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001794_0,Bahia,669,739.0099925994873,36.56666660308838,55.27664069403756,2.7351220030025094,-30.430862413420023,-11.610725047244815,-39.00934121289022,Serrinha,6904,1336.9300003051758,D,8,b2',A',d,DdA'b2',"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001795_0,Bahia,669,787.776668548584,47.8999999165535,57.143928608944705,3.474581419938539,-30.811775745428285,-11.475977754626888,-40.26698261065755,Serrolandia,6905,1378.5833206176758,D,8,b2',A',d,DdA'b2',"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001796_0,Bahia,669,263.9166685473174,612.4333229064941,18.91374101692282,43.89038905100501,32.54214444085132,-12.778534916600194,-38.380520514006555,Simoes Filho,6906,1395.370002746582,B1,5,b2',A',s,B1sA'b2',"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001797_0,Bahia,669,949.1533451080322,75.70000027865171,59.38022688717912,4.735887214720013,-30.892248917587455,-12.823450680806168,-43.45600186928185,Sitio Do Mato,6907,1598.4333419799805,D,8,b3',A',d,DdA'b3',"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001798_0,Bahia,669,844.3199996948242,29.99999964237213,62.84013068319195,2.232807346389728,-35.47127106352544,-10.308167885271509,-38.155941692976675,Sitio Do Quinto,6908,1343.6000061035156,D,8,b2',A',d,DdA'b2',"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001799_0,Bahia,669,1289.020004272461,21.333333857357502,79.43821021692753,1.3147056321636859,-46.34822049799283,-9.679347186387844,-40.895803309541215,Sobradinho,6909,1622.6699981689453,E,9,b3',A',d,EdA'b3',"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000179a_0,Bahia,669,918.3733329772949,34.10000052303076,66.12235055969565,2.455180380031124,-37.21822995578626,-12.0149669250986,-41.794118593660734,Souto Soares,6910,1388.9000091552734,D,8,b3',A',d,DdA'b3',"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000179b_0,Bahia,669,747.5699911117554,152.53333365917206,50.02219189141013,10.206471336267112,-19.806843798578967,-12.464124567158361,-44.129738332371495,Tabocas Do Brejo Velho,6911,1494.476676940918,C1,7,b3',A',s,C1sA'b3',"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000179c_0,Bahia,669,884.1100006103516,34.93333361297846,63.927278269129516,2.5259220427362084,-35.830444918741506,-14.126007842779476,-41.16529789477707,Tanhacu,6912,1382.9933395385742,D,8,b2',A',d,DdA'b2',"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000179d_0,Bahia,669,847.6266574859619,100.56666710972786,58.02747429729106,6.88466984766888,-27.931814730705753,-13.542102908101786,-42.55768658516233,Tanque Novo,6913,1460.7333297729492,D,8,b3',A',d,DdA'b3',"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000179e_0,Bahia,669,626.3399963378906,53.833332896232605,47.90986201769004,4.117807526408564,-24.628109684205455,-11.970051160892623,-39.09917274130217,Tanquinho,6914,1307.3299942016602,D,8,b2',A',d,DdA'b2',"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000179f_0,Bahia,669,143.053332477808,639.0333299636841,11.510690956966824,51.41939055180329,44.51297597762319,-13.587018672307762,-39.2339200339201,Taperoa,6915,1242.7866668701172,B2,4,b2',A',r,B2rA'b2',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017a0_0,Bahia,669,570.2099990844727,76.36666548252106,43.82960446722908,5.8699790392210245,-20.427783641116424,-11.88021963248067,-40.761056016923284,Tapiramuta,6916,1300.969985961914,D,8,b2',A',d,DdA'b2',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017a1_0,Bahia,669,289.14000129699707,147.93333530426025,23.56453630688377,12.056375579783383,-2.0823462043468783,-17.404858629815728,-39.772909204391816,Teixeira De Freitas,6917,1227.013328552246,C1,7,b2',A',s,C1sA'b2',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017a2_0,Bahia,669,408.18666487932205,153.9999978542328,30.444651492024764,11.486108361307686,-6.7806825339071715,-12.23954574612848,-38.605099335036435,Teodoro Sampaio,6918,1340.75,C1,7,b2',A',w,C1wA'b2',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017a3_0,Bahia,669,810.8900032043457,29.766666769981384,59.66155301049682,2.1900942919819197,-33.60683751431617,-11.475977754626888,-38.964425448684246,Teofilandia,6919,1359.1500091552734,D,8,b2',A',d,DdA'b2',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017a4_0,Bahia,669,227.48666781187057,345.6666646003723,18.78295811864795,28.54076041753303,17.270985546344257,-13.542102908101786,-39.503414619155954,Teolandia,6920,1211.1333389282227,C2,6,b2',A',s,C2sA'b2',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017a5_0,Bahia,669,361.5200056731701,199.3000009059906,26.537863731866818,14.629885435954535,-1.292832803165556,-12.374293038746409,-38.605099335036435,Terra Nova,6921,1362.2799835205078,C1,7,b2',A',w,C1wA'b2',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017a6_0,Bahia,669,724.9000053405762,39.966666623950005,54.78289191252772,3.0204022094539855,-29.849332938062645,-15.024323126898997,-41.43479248001293,Tremedal,6922,1323.2233276367188,D,8,b2',A',d,DdA'b2',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017a7_0,Bahia,669,951.2066688537598,30.166666388511658,66.05204316663544,2.094781308554728,-37.53644459142654,-11.026820112567126,-38.78476239186034,Tucano,6923,1440.086669921875,D,8,b2',A',d,DdA'b2',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017a8_0,Bahia,669,1087.9966735839844,21.566666781902313,73.49127469969956,1.4567708443488383,-42.6379939754709,-9.903926007417724,-39.45849885494998,Uaua,6924,1480.4433288574219,E,9,b2',A',d,EdA'b2',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017a9_0,Bahia,669,346.6833348274231,108.50000047683716,29.621011786861434,9.270361364784712,-8.502245707332147,-13.27260832286593,-39.68307767597986,Ubaira,6925,1170.3966674804688,C1,7,b2',A',d,C1dA'b2',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017aa_0,Bahia,669,200.79333436489105,210.60000085830688,16.28172866840855,17.07692181310334,7.30788461205821,-14.260755135397403,-39.413583090744005,Ubaitaba,6926,1233.2433395385742,C2,6,b2',A',r,C2rA'b2',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017ab_0,Bahia,669,177.45666706562042,406.5999984741211,14.870379664147407,34.07195936186562,25.14973156337718,-14.036176314367523,-39.548330383361936,Ubata,6927,1193.3566665649414,B1,5,b2',A',r,B1rA'b2',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017ac_0,Bahia,669,959.4766616821289,56.333333659917116,64.82950383351556,3.806306308751283,-35.091395991358056,-11.386146226214935,-42.10852894310257,Uibai,6928,1480.0000076293945,D,8,b3',A',d,DdA'b3',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017ad_0,Bahia,669,974.2566757202148,24.93333314359188,69.139205600917,1.7694216416393487,-39.71410171891085,-10.577662470507365,-41.255129423189025,Umburanas,6929,1409.1233291625977,D,8,b3',A',d,DdA'b3',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017ae_0,Bahia,669,103.11000126600266,458.9666690826416,8.362078396766824,37.22156164532431,32.204314607264216,-15.2039861837229,-39.14408850550815,Una,6930,1233.066665649414,B1,5,b2',A',r,B1rA'b2',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017af_0,Bahia,669,816.1299896240234,88.13333429396152,56.46538624963798,6.097659472934672,-27.781572276848117,-14.75482854166314,-42.69243387778026,Urandi,6931,1445.3633346557617,D,8,b3',A',d,DdA'b3',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017b0_0,Bahia,669,125.726667791605,433.2999963760376,10.09220465449973,34.78142161111943,28.72609881841959,-14.53024972063326,-39.2339200339201,Urucuca,6932,1245.7800064086914,B1,5,b2',A',r,B1rA'b2',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017b1_0,Bahia,669,845.5666656494141,38.10000020265579,62.35926361972067,2.809817431395653,-34.60574074043675,-12.059882689304576,-41.07546636636512,Utinga,6933,1355.9599914550781,D,8,b2',A',d,DdA'b2',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017b2_0,Bahia,669,157.73666620254517,641.0666689872742,12.606629290649538,51.23532810143606,43.671350527046336,-13.362439851277882,-39.189004269714125,Valenca,6934,1251.2199935913086,B2,4,b2',A',r,B2rA'b2',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017b3_0,Bahia,669,884.0166702270508,26.33333307504654,64.06753494272002,1.9084614507444881,-36.53205951488752,-11.386146226214935,-39.45849885494998,Valente,6935,1379.8200149536133,D,8,b2',A',d,DdA'b2',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017b4_0,Bahia,669,774.2366638183594,39.866665959358215,57.11970548333311,2.941183651740886,-31.33063963825898,-11.610725047244815,-40.04240378962767,Varzea Da Roca,6936,1355.4633331298828,D,8,b2',A',d,DdA'b2',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017b5_0,Bahia,669,769.5433311462402,48.899999499320984,55.92042431883105,3.5534174756859827,-29.998837115612645,-11.520893518832862,-40.3568141390695,Varzea Do Poco,6937,1376.140007019043,D,8,b2',A',d,DdA'b2',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017b6_0,Bahia,669,1058.8799896240234,19.03333353623748,74.37521853054689,1.3368921454688074,-43.288238972859325,-11.116651640979079,-41.030550602159146,Varzea Nova,6938,1423.7000045776367,E,9,b2',A',d,EdA'b2',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017b7_0,Bahia,669,389.6999955177307,57.99999976158142,31.719804165376075,4.720935733101686,-14.310946766123958,-12.958197973424097,-39.36866732653803,Varzedo,6939,1228.5699920654297,C1,7,b2',A',d,C1dA'b2',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017b8_0,Bahia,669,245.60000163316727,630.2666730880737,17.91462820390129,45.9730987076583,35.22432178531753,-13.003113737630073,-38.694930863448384,Vera Cruz,6940,1370.9466857910156,B1,5,b2',A',s,B1sA'b2',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017b9_0,Bahia,669,306.68000411987305,144.66666913032532,24.60671107899906,11.607443857538385,-3.1565827898610497,-17.180279808785848,-39.952572261215714,Vereda,6941,1246.326675415039,C1,7,b2',A',s,C1sA'b2',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017ba_0,Bahia,669,589.323335647583,100.56666594743729,47.853719277656396,8.166126657194503,-20.546104909399332,-15.024323126898997,-40.94071907374719,Vitoria Da Conquista,6942,1231.509994506836,D,8,b2',A',d,DdA'b2',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017bb_0,Bahia,669,776.7900047302246,59.56666612625122,57.04434788564146,4.374337471133936,-29.852271260250937,-12.23954574612848,-41.16529789477707,Wagner,6943,1361.7300109863281,D,8,b2',A',d,DdA'b2',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017bc_0,Bahia,669,826.1766624450684,100.99999918416142,53.300917606934775,6.5160308678816055,-25.46451969627926,-11.79038810406872,-43.90515951134161,Wanderley,6944,1550.023338317871,D,8,b3',A',d,DdA'b3',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017bd_0,Bahia,669,217.8099998831749,364.066668510437,18.125407504610415,30.29639010668457,19.42114560391832,-13.631934436513738,-39.638161911773885,Wenceslau Guimaraes,6945,1201.6833267211914,C2,6,b2',A',s,C2sA'b2',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017be_0,Bahia,669,1035.5199966430664,61.399999406188726,65.08433672763732,3.859102913882756,-35.19149912269963,-11.026820112567126,-42.737349641986235,Xique-xique,6946,1591.043327331543,D,8,b3',A',d,DdA'b3',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017bf_0,Ceara,670,738.3933238983154,108.39999862387776,48.290143703741506,7.089245449019398,-21.884840773225505,-7.343727447677088,-39.054256977096195,Abaiara,6947,1529.076675415039,D,8,b3',A',d,DdA'b3',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017c0_0,Ceara,670,678.6633386611938,140.6666663363576,44.800696637745375,9.285848058346655,-17.59456992430057,-4.1996239532587625,-38.65001509924241,Acarape,6948,1514.849967956543,C1,7,b3',A',d,C1dA'b3',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017c1_0,Ceara,670,842.9666603803635,336.13334149867296,51.06217061660468,20.361063895208005,-10.276238474754802,-2.986898319697409,-40.087319553833645,Acarau,6949,1650.8633499145508,C1,7,b3',A',s2,C1s2A'b3',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017c2_0,Ceara,670,937.9633383750916,123.63333043456078,58.80709352044535,7.751386997390146,-27.532869114877062,-6.131001814115734,-39.503414619155954,Acopiara,6950,1594.9833297729492,D,8,b3',A',d,DdA'b3',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017c3_0,Ceara,670,1042.3333358764648,45.63333381339908,67.39790644511135,2.95067907479697,-37.48806479226983,-6.625075220381471,-40.311898374863524,Aiuaba,6951,1546.5366668701172,D,8,b3',A',d,DdA'b3',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017c4_0,Ceara,670,686.1366671323776,600.9333337880671,49.4524790823509,43.31155080698857,13.640063357578033,-3.615719018581074,-40.536477195893404,Alcantaras,6952,1387.4666748046875,C2,6,b4',A',w2,C2w2A'b4',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017c5_0,Ceara,670,857.0733313560486,150.06666464731097,55.52887191331225,9.72266000445273,-23.594663143534625,-6.984401334029279,-39.68307767597986,Altaneira,6953,1543.4733352661133,D,8,b3',A',d,DdA'b3',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017c6_0,Ceara,670,982.4366502761841,57.3333333209157,60.226493364039925,3.514715801593629,-32.621180216830325,-5.502181115232069,-38.20085745718265,Alto Santo,6954,1631.2366790771484,D,8,b3',A',d,DdA'b3',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017c7_0,Ceara,670,805.9666631221771,297.4666732698679,52.21366659266412,19.271052279475427,-12.057147676123044,-3.3911401975511937,-39.59324614756791,Amontada,6955,1543.5933074951172,C1,7,b3',A',s,C1sA'b3',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017c8_0,Ceara,670,1012.87668800354,58.80000067129731,63.710683270459235,3.698562977548478,-34.52784698472706,-6.759822512999399,-39.997488025421696,Antonina Do Norte,6956,1589.8066635131836,D,8,b3',A',d,DdA'b3',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017c9_0,Ceara,670,868.3033347129822,91.93333453685045,57.28866867880102,6.065551210349689,-28.30764999693092,-3.9750451322288827,-39.32375156233205,Apuiares,6957,1515.663314819336,D,8,b3',A',d,DdA'b3',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017ca_0,Ceara,670,607.1533253192902,368.9000074863434,39.77577437812842,24.1673443164464,0.3018796895693505,-3.9750451322288827,-38.380520514006555,Aquiraz,6958,1526.4399871826172,C2,6,b3',A',w2,C2w2A'b3',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017cb_0,Ceara,670,879.0733294487,227.4999986179173,54.20255638294814,14.027363917344157,-18.494169912424727,-4.693697359524499,-37.706784050916916,Aracati,6959,1621.8300170898438,C1,7,b3',A',s,C1sA'b3',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017cc_0,Ceara,670,770.7999968528748,68.53333312645555,49.67892608329588,4.417050343191605,-25.39030530678592,-4.4691185384946195,-38.694930863448384,Aracoiaba,6960,1551.5633239746094,D,8,b3',A',d,DdA'b3',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017cd_0,Ceara,670,825.6666631698608,67.80000070855021,54.02516870232002,4.436301766422764,-27.97879945496925,-4.783528887936452,-40.761056016923284,Ararenda,6961,1528.3000183105469,D,8,b3',A',d,DdA'b3',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017ce_0,Ceara,670,910.6233520507812,85.26666770502925,60.76466709827757,5.689729640698503,-30.76907061826804,-7.253895919265136,-40.087319553833645,Araripe,6962,1498.6066665649414,D,8,b3',A',d,DdA'b3',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017cf_0,Ceara,670,658.993325471878,377.06666669249535,45.75685799038167,26.181427419466875,-1.2726873747621248,-4.424202774288643,-39.00934121289022,Aratuba,6963,1440.2066802978516,C1,7,b3',A',s2,C1s2A'b3',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017d0_0,Ceara,670,1090.2900037765503,38.96666610613465,69.31410093688521,2.4772669824532905,-39.11119357967783,-6.220833342527686,-40.1771510822456,Arneiroz,6964,1572.969985961914,D,8,b3',A',d,DdA'b3',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017d1_0,Ceara,670,965.3066740036011,78.96666565164924,60.74180184490595,4.968967569105946,-31.476113537837623,-6.894569805617327,-39.862740732803765,Assare,6965,1589.1966400146484,D,8,b3',A',d,DdA'b3',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017d2_0,Ceara,670,887.3399982452393,198.93333203345537,55.155966632700306,12.365452076394128,-20.728127903226053,-6.984401334029279,-38.964425448684246,Aurora,6966,1608.783332824707,D,8,b3',A',s,DsA'b3',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017d3_0,Ceara,670,926.5099973678589,105.03333191946149,57.24839917043988,6.48993548802394,-27.85910401423999,-6.714906748793423,-38.739846627654366,Baixio,6967,1618.4033279418945,D,8,b3',A',d,DdA'b3',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017d4_0,Ceara,670,1007.4200124740601,85.46666642278433,60.86467983208529,5.163587405181059,-31.355220494070114,-5.232686529996212,-38.87459392027229,Banabuiu,6968,1655.1800079345703,D,8,b3',A',d,DdA'b3',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017d5_0,Ceara,670,619.8733358383179,171.3000024408102,44.75167416475895,12.366981204774827,-14.484023294080544,-7.388643211883064,-39.32375156233205,Barbalha,6969,1385.139991760254,C1,7,b3',A',s,C1sA'b3',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017d6_0,Ceara,670,747.4733366966248,68.86666572093964,48.49692032522363,4.4681476068326225,-24.630004588301553,-4.334371245876691,-38.605099335036435,Barreira,6970,1541.2800064086914,D,8,b3',A',d,DdA'b3',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017d7_0,Ceara,670,839.7266745567322,100.99999751523137,53.40832828860454,6.423805730941185,-25.621191242221535,-7.119148626647208,-38.78476239186034,Barro,6971,1572.2766494750977,D,8,b3',A',d,DdA'b3',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017d8_0,Ceara,670,733.1366735696793,188.99999598786235,44.52616599195674,11.478685349158011,-15.23701424601603,-2.986898319697409,-41.16529789477707,Barroquinha,6972,1646.5299835205078,C1,7,b4',A',s,C1sA'b4',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017d9_0,Ceara,670,729.5933442115784,143.06666880473495,48.0969162196577,9.431371102710303,-19.426778629084318,-4.379287010082667,-38.87459392027229,Baturite,6973,1516.9233322143555,C1,7,b3',A',d,C1dA'b3',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017da_0,Ceara,670,750.7299890518188,156.19999861717224,47.79507519455002,9.944441794213509,-18.732603322516503,-4.379287010082667,-38.1110259287707,Beberibe,6974,1570.726661682129,C1,7,b3',A',d,C1dA'b3',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017db_0,Ceara,670,838.3966472148895,308.5999931767583,51.264600195032564,18.869654742716783,-11.889105374302755,-3.031814083903385,-40.311898374863524,Bela Cruz,6975,1635.4299926757812,C1,7,b3',A',s,C1sA'b3',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017dc_0,Ceara,670,997.6133394241333,80.83333236724138,62.94527255542241,5.100248699918268,-32.66691483333518,-5.097939237378284,-39.81782496859779,Boa Viagem,6976,1584.8900146484375,D,8,b3',A',d,DdA'b3',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017dd_0,Ceara,670,789.5633401870728,57.46666680648923,51.382899899622025,3.739793678089404,-27.089946261683806,-7.523390504500992,-38.91950968447827,Brejo Santo,6977,1536.6266632080078,D,8,b3',A',d,DdA'b3',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017de_0,Ceara,670,821.9300111532211,222.8333347812295,48.43134786159517,13.130216205157147,-15.928592511799955,-2.9419825554914327,-40.805971781129266,Camocim,6978,1697.1033172607422,C1,7,b3',A',s,C1sA'b3',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017df_0,Ceara,670,1042.9399995803833,46.1999989412725,66.47644012088635,2.944763327171444,-36.941100745360366,-6.939485569823304,-40.26698261065755,Campos Sales,6979,1568.8866577148438,D,8,b3',A',d,DdA'b3',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017e0_0,Ceara,670,941.5833220481873,103.16666508466005,62.004739988438196,6.793686861544964,-30.40915713151795,-4.379287010082667,-39.413583090744005,Caninde,6980,1518.5666809082031,D,8,b3',A',d,DdA'b3',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017e1_0,Ceara,670,744.5766644477844,225.06666430085897,49.80234967361353,15.0539887302246,-14.827421073943515,-4.4691185384946195,-38.91950968447827,Capistrano,6981,1495.0633239746094,C1,7,b3',A',s,C1sA'b3',"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000017e2_0,Ceara,670,876.646665096283,65.59999972581863,57.811552551381496,4.326073414199606,-30.360858116629288,-4.154708189052787,-39.14408850550815,Caridade,6982,1516.3866500854492,D,8,b3',A',d,DdA'b3',"{""type"":""MultiPoint"",""coordinates"":[]}"
