system:index,UF,UF_codigo_gaul,camargo_completo,cm_hidrico,cm_hidrico_codigo,cm_letra_seca,cm_termico,cm_termico_codigo,def_anual_mm,excedente_anual_mm,latitude,longitude,municipio,municipio_codigo_gaul,temp_anual_c,temp_mes_mais_frio_c,.geo
00060000000000000769_0,Rio Grande Do Sul,685,ST-UMp,UM,6,p,ST,6,63.846667647361755,698.1666746139526,-29.03804155916353,-51.76541824738742,Sao Valentim Do Sul,10538,18.284166,13.41,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000076a_0,Rio Grande Do Sul,685,ST-UMv,UM,6,v,ST,6,108.98333495855331,719.1333274841309,-27.825315925602176,-53.92137492927428,Sao Valerio Do Sul,10539,19.733473,13.898334,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000076b_0,Rio Grande Do Sul,685,ST-UMp,UM,6,p,ST,6,68.02333474159241,599.0333385467529,-29.397367672811342,-51.36117636953364,Sao Vendelino,10540,19.341806,14.508333,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000076c_0,Rio Grande Do Sul,685,ST-MOv,MO,4,v,ST,6,182.67332827299833,592.0666608810425,-29.711778022253174,-54.72985868498184,Sao Vicente Do Sul,10541,20.006527,14.268333,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000076d_0,Rio Grande Do Sul,685,ST-UMp,UM,6,p,ST,6,79.74333244562149,644.099983215332,-29.62194649384122,-51.001850255885834,Sapiranga,10542,19.499166,14.76,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000076e_0,Rio Grande Do Sul,685,ST-UMp,UM,6,p,ST,6,100.44999986886978,549.4333362579346,-29.801609550665123,-51.13659754850376,Sapucaia Do Sul,10543,20.238611,15.16,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000076f_0,Rio Grande Do Sul,685,ST-UMv,UM,6,v,ST,6,79.83333337306976,767.1666736602783,-27.960063218220107,-52.88831235253683,Sarandi,10544,18.646389,13.408334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000770_0,Rio Grande Do Sul,685,ST-UMv,UM,6,v,ST,6,81.70666828751564,820.3000049591064,-27.510905576160344,-53.38238575880256,Seberi,10545,19.0875,13.37,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000771_0,Rio Grande Do Sul,685,ST-UMv,UM,6,v,ST,6,102.9800009727478,707.4333343505859,-27.645652868778274,-53.96629069348025,Sede Nova,10546,19.817917,13.940001,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000772_0,Rio Grande Do Sul,685,ST-UMp,UM,6,p,ST,6,85.48999869823456,469.20000648498535,-29.30753614439939,-52.933228116742804,Segredo,10547,18.893888,13.511666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000773_0,Rio Grande Do Sul,685,ST-UMp,UM,6,p,ST,6,95.07333518564701,609.5666542053223,-28.678715445515724,-52.97814388094878,Selbach,10548,19.161388,13.728333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000774_0,Rio Grande Do Sul,685,ST-UMv,UM,6,v,ST,6,132.78666691482067,702.3000049591064,-28.04989474663206,-54.550195628157944,Senador Salgado Filho,10549,20.28389,14.595,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000775_0,Rio Grande Do Sul,685,ST-UMp,UM,6,p,ST,6,106.09333151578903,501.7999906539917,-30.610093306372693,-51.58575519056352,Sentinela Do Sul,10550,19.2875,13.925,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000776_0,Rio Grande Do Sul,685,TE-UMp,UM,6,p,TE,4,67.59000091999769,766.899995803833,-28.678715445515724,-51.94508130421133,Serafina Correa,10551,17.890139,13.056666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000777_0,Rio Grande Do Sul,685,TE-UMp,UM,6,p,TE,4,60.08666634559631,436.733332157135,-29.397367672811342,-52.259491653653164,Serio,10552,17.892221,12.95,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000778_0,Rio Grande Do Sul,685,TE-UMv,UM,6,v,TE,4,67.77000080794096,774.2666606903076,-28.00497898242608,-52.30440741785914,Sertao,10553,17.924862,12.958333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000779_0,Rio Grande Do Sul,685,ST-UMp,UM,6,p,ST,6,101.16333472728729,493.7999963760376,-30.475346013754766,-51.6306709547695,Sertao Santana,10554,19.358473,14.016666,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000077a_0,Rio Grande Do Sul,685,ST-UMv,UM,6,v,ST,6,132.06333338469267,707.9666576385498,-28.13972627504401,-54.46036409974599,Sete De Setembro,10555,20.189445,14.528334,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000077b_0,Rio Grande Do Sul,685,ST-UMp,UM,6,p,ST,6,62.476668536663055,777.333330154419,-27.421074047748395,-52.12474436103523,Severiano De Almeida,10556,18.665556,13.661667,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000077c_0,Rio Grande Do Sul,685,ST-UMv,UM,6,v,ST,6,109.67666719853878,608.3666667938232,-29.62194649384122,-53.56204881562647,Silveira Martins,10557,18.728195,13.343333,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000077d_0,Rio Grande Do Sul,685,ST-UMp,UM,6,p,ST,6,69.72333252429962,384.4000029563904,-29.442283437017316,-52.57390200309499,Sinimbu,10558,18.913334,13.72,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000077e_0,Rio Grande Do Sul,685,ST-UMv,UM,6,v,ST,6,79.20999965071678,498.8000011444092,-29.442283437017316,-53.02305964515475,Sobradinho,10559,18.387917,13.073334,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000077f_0,Rio Grande Do Sul,685,TE-UMp,UM,6,p,TE,4,69.39333322644234,624.5000076293945,-28.858378502339626,-52.52898623888902,Soledade,10560,17.703056,12.67,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000780_0,Rio Grande Do Sul,685,ST-UMp,UM,6,p,ST,6,83.85333329439163,445.43333530426025,-29.666862258047196,-51.72050248318145,Tabai,10561,20.018333,14.848333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000781_0,Rio Grande Do Sul,685,TE-UMp,UM,6,p,TE,4,67.90666767954826,741.0666675567627,-28.094810510838034,-51.9899970684173,Tapejara,10562,17.989584,13.025,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000782_0,Rio Grande Do Sul,685,ST-UMp,UM,6,p,ST,6,91.1466661542654,597.9333324432373,-28.678715445515724,-52.84339658833085,Tapera,10563,19.167778,13.771667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000783_0,Rio Grande Do Sul,685,ST-UMp,UM,6,p,ST,6,136.27333319187164,450.6666646003723,-30.65500907057867,-51.451007897945594,Tapes,10564,19.798334,14.395,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000784_0,Rio Grande Do Sul,685,ST-UMp,UM,6,p,ST,6,88.93333232402802,620.166672706604,-29.666862258047196,-50.77727143485595,Taquara,10565,20.002361,15.101666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000785_0,Rio Grande Do Sul,685,ST-UMp,UM,6,p,ST,6,87.4900004863739,424.6666679382324,-29.75669378645915,-51.8103340115934,Taquari,10566,20.059444,14.816667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000786_0,Rio Grande Do Sul,685,ST-UMv,UM,6,v,ST,6,87.43999944627285,796.6333408355713,-27.421074047748395,-53.47221728721451,Taquarucu Do Sul,10567,19.497639,13.601666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000787_0,Rio Grande Do Sul,685,ST-MOv,MO,4,v,ST,6,150.93999844789505,489.3999981880188,-31.283829769462336,-51.04676602009181,Tavares,10568,19.313612,13.883333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000788_0,Rio Grande Do Sul,685,ST-UMv,UM,6,v,ST,6,86.22999861836433,779.7000007629395,-27.376158283542416,-53.741711872450374,Tenente Portela,10569,19.284166,13.423333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000789_0,Rio Grande Do Sul,685,TE-UMp,UM,6,p,TE,4,34.423333153128624,844.533332824707,-29.53211496542927,-50.14845073597228,Terra De Areia,10570,17.828611,13.43,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000078a_0,Rio Grande Do Sul,685,ST-UMp,UM,6,p,ST,6,72.64333349466324,463.5666675567627,-29.442283437017316,-51.76541824738742,Teutonia,10571,19.82611,14.751667,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000078b_0,Rio Grande Do Sul,685,ST-UMv,UM,6,v,ST,6,103.01333421468735,674.833330154419,-27.376158283542416,-54.10103798609818,Tiradentes Do Sul,10572,20.28861,14.273334,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000078c_0,Rio Grande Do Sul,685,ST-MOv,MO,4,v,ST,6,152.08666697144508,622.3666582107544,-29.48719920122329,-54.28070104292208,Toropi,10573,19.936945,14.336667,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000078d_0,Rio Grande Do Sul,685,ST-UMp,UM,6,p,ST,6,74.16333317756653,510.8333387374878,-29.30753614439939,-49.78912462232448,Torres,10574,19.830833,15.099999,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000078e_0,Rio Grande Do Sul,685,ST-UMp,UM,6,p,ST,6,91.14333289861679,600.0333318710327,-30.026188371695007,-50.23828226438424,Tramandai,10575,19.731945,14.95,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000078f_0,Rio Grande Do Sul,685,ST-UMp,UM,6,p,ST,6,67.89999949932098,451.3000030517578,-29.26262038019341,-52.07982859682926,Travesseiro,10576,18.94,13.955,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000790_0,Rio Grande Do Sul,685,ST-UMp,UM,6,p,ST,6,59.426667243242264,800.8000011444092,-27.510905576160344,-52.16966012524121,Tres Arroios,10577,18.034445,13.171667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000791_0,Rio Grande Do Sul,685,ST-UMp,UM,6,p,ST,6,51.07333218306303,653.899998664856,-29.48719920122329,-49.968787679148384,Tres Cachoeiras,10578,19.02875,14.556666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000792_0,Rio Grande Do Sul,685,ST-UMp,UM,6,p,ST,6,67.25999991595745,701.6333436965942,-29.48719920122329,-50.77727143485595,Tres Coroas,10579,19.288055,14.638333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000793_0,Rio Grande Do Sul,685,ST-UMv,UM,6,v,ST,6,115.19999861717224,679.8333225250244,-27.735484397190227,-54.28070104292208,Tres De Maio,10580,20.218195,14.295,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000794_0,Rio Grande Do Sul,685,ST-UMp,UM,6,p,ST,6,45.20333298295736,728.0333347320557,-29.442283437017316,-50.10353497176631,Tres Forquilhas,10581,18.462917,14.001667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000795_0,Rio Grande Do Sul,685,ST-UMv,UM,6,v,ST,6,68.0866671204567,824.0666694641113,-27.600737104572296,-52.84339658833085,Tres Palmeiras,10582,18.69125,13.525,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000796_0,Rio Grande Do Sul,685,ST-UMv,UM,6,v,ST,6,93.35000059008598,722.2666568756104,-27.421074047748395,-53.92137492927428,Tres Passos,10583,19.692917,13.776667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000797_0,Rio Grande Do Sul,685,ST-UMv,UM,6,v,ST,6,65.95333445072174,837.8000049591064,-27.510905576160344,-52.88831235253683,Trindade Do Sul,10584,18.682083,13.496667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000798_0,Rio Grande Do Sul,685,ST-UMp,UM,6,p,ST,6,93.6133337020874,457.16666316986084,-29.8465253148711,-51.58575519056352,Triunfo,10585,20.078056,14.88,"{""type"":""MultiPoint"",""coordinates"":[]}"
00060000000000000799_0,Rio Grande Do Sul,685,ST-UMv,UM,6,v,ST,6,117.35000085830688,643.0333404541016,-27.645652868778274,-54.41544833554001,Tucunduva,10586,20.6325,14.68,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000079a_0,Rio Grande Do Sul,685,ST-UMp,UM,6,p,ST,6,88.19333359599113,496.9333381652832,-29.127873087575484,-52.88831235253683,Tunas,10587,18.690834,13.443334,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000079b_0,Rio Grande Do Sul,685,TE-UMp,UM,6,p,TE,4,61.98000065982342,683.7333335876465,-27.91514745401413,-51.54083942635754,Tupanci Do Sul,10588,17.260279,12.426666,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000079c_0,Rio Grande Do Sul,685,ST-UMv,UM,6,v,ST,6,123.17666517198086,670.9333324432373,-29.03804155916353,-54.01120645768623,Tupancireta,10589,18.848888,13.386666,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000079d_0,Rio Grande Do Sul,685,ST-UMp,UM,6,p,ST,6,68.05666661262512,565.2333335876465,-29.48719920122329,-51.451007897945594,Tupandi,10590,19.440556,14.588333,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000079e_0,Rio Grande Do Sul,685,ST-UMv,UM,6,v,ST,6,123.45000031590462,634.6999931335449,-27.69056863298425,-54.550195628157944,Tuparendi,10591,20.741945,14.798333,"{""type"":""MultiPoint"",""coordinates"":[]}"
0006000000000000079f_0,Rio Grande Do Sul,685,ST-MOv,MO,4,v,ST,6,200.2166634723544,432.86667346954346,-31.508408590492216,-52.12474436103523,Turucu,10592,19.544582,13.716667,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007a0_0,Rio Grande Do Sul,685,ST-UMv,UM,6,v,ST,6,136.15000048279762,687.0333442687988,-28.04989474663206,-54.64002715656989,Ubiretama,10593,20.634306,14.905,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007a1_0,Rio Grande Do Sul,685,ST-UMp,UM,6,p,ST,6,69.02000041306019,693.2999897003174,-28.768546973927673,-52.034912832623284,Uniao Da Serra,10594,18.375973,13.441667,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007a2_0,Rio Grande Do Sul,685,ST-MOv,MO,4,v,ST,6,166.82999968528748,631.7000007629395,-29.082957323369506,-55.17901632704161,Unistalda,10595,19.679167,14.008333,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007a3_0,Rio Grande Do Sul,685,ST-MOv,MO,4,v,ST,6,253.04333209991455,431.33333110809326,-29.8465253148711,-56.75106807425077,Uruguaiana,10596,19.71861,13.168333,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007a4_0,Rio Grande Do Sul,685,TE-UMp,UM,6,p,TE,4,53.10999998450279,688.8666715621948,-28.364305096073892,-50.91201872747388,Vacaria,10597,16.66014,12.221666,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007a5_0,Rio Grande Do Sul,685,ST-UMp,UM,6,p,ST,6,70.31999999284744,420.5999946594238,-29.577030729635243,-52.708649295712924,Vale Do Sol,10598,18.734306,13.496667,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007a6_0,Rio Grande Do Sul,685,ST-UMp,UM,6,p,ST,6,65.48333463072777,653.2000045776367,-29.352451908605364,-51.226429076915714,Vale Real,10599,19.083889,14.291667,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007a7_0,Rio Grande Do Sul,685,ST-UMp,UM,6,p,ST,6,88.31333380937576,378.73333072662354,-29.8465253148711,-52.12474436103523,Vale Verde,10600,19.931389,14.53,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007a8_0,Rio Grande Do Sul,685,TE-UMp,UM,6,p,TE,4,67.44999991543591,788.3000030517578,-28.49905238869182,-51.85524977579938,Vanini,10601,17.408611,12.646667,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007a9_0,Rio Grande Do Sul,685,ST-UMp,UM,6,p,ST,6,79.61333429813385,350.66667127609253,-29.577030729635243,-52.21457588944718,Venancio Aires,10602,20.02375,14.726666,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007aa_0,Rio Grande Do Sul,685,ST-UMp,UM,6,p,ST,6,89.36333221197128,360.9000015258789,-29.711778022253174,-52.52898623888902,Vera Cruz,10603,20.234444,14.718333,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007ab_0,Rio Grande Do Sul,685,TE-UMp,UM,6,p,TE,4,56.30333210527897,801.0000114440918,-28.94821003075158,-51.54083942635754,Veranopolis,10604,17.572361,12.906667,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007ac_0,Rio Grande Do Sul,685,ST-UMp,UM,6,p,ST,6,61.86666662991047,679.0000019073486,-29.082957323369506,-51.85524977579938,Vespasiano Correa,10605,18.096666,13.218333,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007ad_0,Rio Grande Do Sul,685,ST-UMp,UM,6,p,ST,6,66.70000040531158,727.9999980926514,-27.55582134036632,-51.9899970684173,Viadutos,10606,18.512083,13.488334,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007ae_0,Rio Grande Do Sul,685,ST-UMp,UM,6,p,ST,6,111.19666609168053,569.5,-30.160935664312934,-50.867102963267904,Viamao,10607,19.845972,14.761666,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007af_0,Rio Grande Do Sul,685,ST-UMv,UM,6,v,ST,6,87.4066668599844,837.8666687011719,-27.151579462512537,-53.38238575880256,Vicente Dutra,10608,20.134306,13.998333,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007b0_0,Rio Grande Do Sul,685,ST-UMp,UM,6,p,ST,6,82.71000117063522,636.1666564941406,-28.543968152897794,-52.66373353150695,Victor Graeff,10609,18.898056,13.638333,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007b1_0,Rio Grande Do Sul,685,TE-UMp,UM,6,p,TE,4,55.72000062465668,833.5666751861572,-28.858378502339626,-51.54083942635754,Vila Flores,10610,17.35111,12.683333,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007b2_0,Rio Grande Do Sul,685,ST-UMp,UM,6,p,ST,6,68.82666636258364,751.0333442687988,-28.13972627504401,-52.12474436103523,Vila Langaro,10611,18.024584,13.036667,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007b3_0,Rio Grande Do Sul,685,ST-UMp,UM,6,p,ST,6,76.20333313196898,687.8666610717773,-28.543968152897794,-52.16966012524121,Vila Maria,10612,18.633194,13.553333,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007b4_0,Rio Grande Do Sul,685,ST-MOv,MO,4,v,ST,6,182.5133320391178,523.5666627883911,-30.34059872113684,-53.8764591650683,Vila Nova Do Sul,10613,19.477777,13.753333,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007b5_0,Rio Grande Do Sul,685,ST-UMv,UM,6,v,ST,6,85.20333336293697,810.5,-27.331242519336442,-53.517133051420494,Vista Alegre,10614,19.466389,13.58,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007b6_0,Rio Grande Do Sul,685,ST-UMp,UM,6,p,ST,6,66.12333481013775,747.3333282470703,-28.81346273813365,-51.76541824738742,Vista Alegre Do Prata,10615,18.127083,13.285,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007b7_0,Rio Grande Do Sul,685,ST-UMv,UM,6,v,ST,6,89.84333163499832,782.9999923706055,-27.286326755130464,-53.6967961082444,Vista Gaucha,10616,19.869028,13.866667,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007b8_0,Rio Grande Do Sul,685,ST-UMv,UM,6,v,ST,6,135.08666877821088,698.1333312988281,-28.364305096073892,-54.46036409974599,Vitoria Das Missoes,10617,20.490973,14.816667,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007b9_0,Rio Grande Do Sul,685,ST-UMp,UM,6,p,ST,6,88.80666640400887,566.9333453178406,-29.801609550665123,-50.058619207560334,Xangri-la,10618,19.740139,15.081667,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007ba_0,Rondonia,686,TR-MOi,MO,4,i,TR,7,212.13999924063683,557.4333314746618,-12.464124567158361,-62.27570707158583,Alta Floresta D'oeste,10619,25.139166,23.733334,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007bb_0,Rondonia,686,TR-MOi,MO,4,i,TR,7,232.60000330209732,512.3000029176474,-12.598871859776288,-61.87146519373204,Alto Alegre Dos Parecis,10620,25.0975,23.636667,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007bc_0,Rondonia,686,TR-UMi,UM,6,i,TR,7,147.90333330631256,1251.9333177506924,-9.634431422181867,-63.39860117673523,Alto Paraiso,10621,25.79625,25.013332,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007bd_0,Rondonia,686,TR-MOi,MO,4,i,TR,7,175.07666647434235,816.3333323895931,-11.296314697802982,-62.54520165682168,Alvorada D'oeste,10622,24.878056,23.768333,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007be_0,Rondonia,686,TR-MOi,MO,4,i,TR,7,152.41999968886375,1189.16667483747,-9.9488417716237,-62.99435929888144,Ariquemes,10623,25.682638,24.898333,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007bf_0,Rondonia,686,TR-UMi,UM,6,i,TR,7,135.45332992076874,1122.2999972105026,-10.038673300035653,-63.93759034720694,Buritis,10624,25.95875,25.053333,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007c0_0,Rondonia,686,TR-MOi,MO,4,i,TR,7,238.44333504885435,600.5999967753887,-13.452271379689835,-60.65873956017069,Cabixi,10625,25.445833,23.531666,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007c1_0,Rondonia,686,TR-MOi,MO,4,i,TR,7,159.2533329129219,1059.1666792333126,-10.353083649477485,-62.99435929888144,Cacaulandia,10626,25.32375,24.46,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007c2_0,Rondonia,686,TR-MOi,MO,4,i,TR,7,195.32333517074585,997.2333098649979,-11.296314697802982,-61.33247602326033,Cacoal,10627,24.789722,23.655,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007c3_0,Rondonia,686,TR-UMi,UM,6,i,TR,7,139.31666591763496,1128.6666577458382,-10.487830942095414,-63.80284305458901,Campo Novo De Rondonia,10628,25.7925,24.811666,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007c4_0,Rondonia,686,TR-MOi,MO,4,i,TR,7,150.9933321774006,1295.3999744653702,-8.870863430680274,-63.30876964832328,Candeias Do Jamari,10629,26.012222,25.49,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007c5_0,Rondonia,686,TR-MOi,MO,4,i,TR,7,200.3333339691162,912.9666757583618,-11.475977754626888,-61.87146519373204,Castanheiras,10630,24.886944,23.706667,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007c6_0,Rondonia,686,TR-MOi,MO,4,i,TR,7,260.88667142391205,518.2000006139278,-13.182776794453977,-61.28756025905435,Cerejeiras,10631,25.460278,23.668333,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007c7_0,Rondonia,686,TR-MOi,MO,4,i,TR,7,219.7700011730194,552.7000056505203,-12.553956095570312,-60.88331838120057,Chupinguaia,10632,24.725834,23.153334,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007c8_0,Rondonia,686,TR-MOi,MO,4,i,TR,7,221.55000080168247,672.5999982059002,-13.137861030248002,-60.52399226755276,Colorado Do Oeste,10633,24.412083,22.633333,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007c9_0,Rondonia,686,TR-MOi,MO,4,i,TR,7,241.73999857902527,528.8666687607765,-12.91328220921812,-61.10789720223045,Corumbiara,10634,25.04486,23.381666,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007ca_0,Rondonia,686,TR-MOi,MO,4,i,TR,7,182.94666135311127,611.433342218399,-12.149714217716529,-64.0274218756189,Costa Marques,10635,26.120695,24.8,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007cb_0,Rondonia,686,TR-UMi,UM,6,i,TR,7,134.04333400726318,1450.9000017642975,-9.140358015916132,-62.59011742102766,Cujubim,10636,25.68375,25.025,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007cc_0,Rondonia,686,TR-MOi,MO,4,i,TR,7,193.26000082492828,896.3666775524616,-11.341230462008959,-60.79348685278862,Espigao D'oeste,10637,24.230278,23.125,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007cd_0,Rondonia,686,TR-MOi,MO,4,i,TR,7,157.57666918635368,948.7333390414715,-10.75732552733127,-63.17402235570535,Governador Jorge Teixeira,10638,25.149166,24.153334,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007ce_0,Rondonia,686,TR-MOi,MO,4,i,TR,7,158.34333300590515,730.5333359241486,-11.296314697802982,-64.52149528188463,Guajara-mirim,10639,26.275557,25.075,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007cf_0,Rondonia,686,TR-UMi,UM,6,i,TR,7,144.93666729331017,1437.2666729390621,-9.185273780122108,-63.039275063087416,Jamari,10640,25.697361,24.946667,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007d0_0,Rondonia,686,TR-MOi,MO,4,i,TR,7,171.20666497945786,1019.4333194792271,-10.577662470507365,-62.59011742102766,Jaru,10641,25.196667,24.296667,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007d1_0,Rondonia,686,TR-MOi,MO,4,i,TR,7,175.98000147938728,1070.7333391606808,-10.442915177889438,-61.73671790111411,Ji-parana,10642,24.931805,24.113333,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007d2_0,Rondonia,686,TR-UMi,UM,6,i,TR,7,136.46999813616276,1282.1333330869675,-9.185273780122108,-62.006212486349966,Machadinho D'oeste,10643,25.705694,25.091667,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007d3_0,Rondonia,686,TR-MOi,MO,4,i,TR,7,178.2433345913887,1049.8333353996277,-11.161567405185055,-61.55705484429021,Ministro Andreazza,10644,23.943056,22.914999,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007d4_0,Rondonia,686,TR-MOi,MO,4,i,TR,7,168.00333309173584,809.966660887003,-11.071735876773102,-62.85961200626352,Mirante Da Serra,10645,24.754723,23.7,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007d5_0,Rondonia,686,TR-UMi,UM,6,i,TR,7,146.10332921147346,1136.7999930977821,-10.263252121065532,-63.39860117673523,Monte Negro,10646,25.46,24.575,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007d6_0,Rondonia,686,TR-MOi,MO,4,i,TR,7,197.3866674900055,816.7333301603794,-11.565809283038838,-62.23079130737985,Nova Brasilandia D'oeste,10647,24.855,23.66,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007d7_0,Rondonia,686,TR-UMi,UM,6,i,TR,7,147.7566684819758,888.0333309173584,-10.397999413683461,-64.61132681029657,Nova Mamore,10648,26.306807,25.251667,"{""type"":""MultiPoint"",""coordinates"":[]}"
000600000000000007d8_0,Rondonia,686,TR-MOi,MO,4,i,TR,7,174.00999969244003,887.1000037789345,-10.892072819949197,-62.54520165682168,Nova Uniao,10649,24.822361,23.826666,"{""type"":""MultiPoint"",""coordinates"":[]}"
