system:index,UF,UF_codigo_gaul,camargo_completo,cm_hidrico,cm_hidrico_codigo,cm_letra_seca,cm_termico,cm_termico_codigo,def_anual_mm,excedente_anual_mm,latitude,longitude,municipio,municipio_codigo_gaul,temp_anual_c,temp_mes_mais_frio_c,.geo
00000000000000001baa_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,520.6299982070923,135.66666716337204,-6.939485569823304,-35.505911604824085,Alagoinha,8871,24.583889,22.47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bab_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,906.7233371734619,23.299999818205833,-7.7030535613248965,-36.0449007752958,Alcantil,8872,22.696806,20.4,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bac_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,799.4533271789551,28.066666558384895,-6.849654041411351,-35.91015348267787,Algodao De Jandaira,8873,22.469166,20.158333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bad_0,Paraiba,679,TR-MOp,MO,4,p,TR,7,358.41333574056625,469.29999673366547,-7.343727447677088,-34.96692243435238,Alhandra,8874,24.744028,22.893333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bae_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,806.1933460235596,97.39999949932098,-7.568306268706968,-37.03304758782727,Amparo,8875,22.188334,19.708334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001baf_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,890.9599924087524,79.43333338946104,-6.8047382772053755,-38.06611016456472,Aparecida,8876,26.662222,24.871666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bb0_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,566.0266623497009,113.16666775941849,-6.849654041411351,-35.371164312206155,Aracagi,8877,25.477917,23.473333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bb1_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,460.22333240509033,117.46666669845581,-6.849654041411351,-35.730490425853965,Arara,8878,22.128471,19.751667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bb2_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,659.0633411407471,42.26666705310345,-6.5352436919695185,-35.730490425853965,Araruna,8879,22.383472,20.19,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bb3_0,Paraiba,679,ST-MOp,MO,4,p,ST,6,354.953330039978,201.76666510105133,-6.939485569823304,-35.68557466164799,Areia,8880,21.812916,19.493334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bb4_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,929.5299911499023,37.09999951347709,-7.119148626647208,-36.988131823621295,Areia De Baraunas,8881,23.507778,21.423334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bb5_0,Paraiba,679,ST-SEp,SE,3,p,ST,6,580.1666679382324,51.066667556762695,-7.029317098235255,-35.91015348267787,Areial,8882,21.427639,18.95,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bb6_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,660.5966682434082,41.0333326458931,-7.523390504500992,-35.68557466164799,Aroeiras,8883,22.64125,20.445,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bb7_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,646.9633378982544,43.06666696071625,-7.253895919265136,-35.68557466164799,Assis Chateaubriand,8884,23.825972,21.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bb8_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,898.8933200836182,23.600000247359276,-7.074232862441232,-36.71863723838544,Assuncao,8885,22.639166,20.398333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bb9_0,Paraiba,679,TR-MOp,MO,4,p,TR,7,406.5366669893265,398.5333353281021,-6.6699909845874465,-34.96692243435238,Baia Da Traicao,8886,25.709862,23.816668,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bba_0,Paraiba,679,ST-SEp,SE,3,p,ST,6,403.213338136673,164.4333348274231,-6.714906748793423,-35.59574313323604,Bananeiras,8887,21.854029,19.658333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bbb_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,901.546667098999,30.833333376795053,-6.625075220381471,-36.26947959632568,Barauna,8888,22.577639,20.561666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bbc_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,930.9400005340576,22.53333328664303,-6.8047382772053755,-36.089816539501776,Barra De Santa Rosa,8889,22.585556,20.373333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bbd_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,880.686653137207,23.966666400432587,-7.568306268706968,-35.955069246883845,Barra De Santana,8890,23.107222,20.878334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bbe_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,954.1333332061768,19.199999943375587,-7.7030535613248965,-36.26947959632568,Barra De Sao Miguel,8891,22.533056,20.148333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bbf_0,Paraiba,679,TR-MOp,MO,4,p,TR,7,367.8966700434685,523.96666431427,-7.119148626647208,-34.922006670146395,Bayeux,8892,25.762362,23.978333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bc0_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,520.7966656684875,120.36666649580002,-6.714906748793423,-35.505911604824085,Belem,8893,23.679306,21.538334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bc1_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,987.6333389282227,80.06666670367122,-6.131001814115734,-37.39237370147508,Belem Do Brejo Do Cruz,8894,26.832361,25.121666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bc2_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,823.453330039978,178.16666360199451,-6.490327927763542,-38.56018357083046,Bernardino Batista,8895,24.1875,22.483334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bc3_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,769.3233432769775,94.43333270400763,-7.43355897608904,-38.155941692976675,Boa Ventura,8896,24.918333,22.403334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bc4_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,900.243330001831,22.633333332836628,-7.253895919265136,-36.224563832119706,Boa Vista,8897,22.603333,20.15,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bc5_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,896.3400077819824,107.13333423808217,-6.8047382772053755,-38.65001509924241,Bom Jesus,8898,26.239027,24.44,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bc6_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,866.383355140686,85.76666573435068,-6.490327927763542,-37.931362871946796,Bom Sucesso,8899,26.10111,24.421667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bc7_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,727.9833245277405,89.5333334133029,-7.298811683471112,-38.470352042418504,Bonito De Santa Fe,8900,23.724722,21.426666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bc8_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,943.496654510498,20.29999975860119,-7.523390504500992,-36.13473230370775,Boqueirao,8901,23.059029,20.78,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bc9_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,417.60000586509705,175.7333333492279,-6.8047382772053755,-35.59574313323604,Borborema,8902,22.702084,20.515,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bca_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,955.6833333969116,87.86666518449783,-6.310664870939639,-37.482205229887036,Brejo Do Cruz,8903,26.738611,25.075,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bcb_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,802.4100046157837,115.43333443254232,-6.40049639935159,-37.84153134353484,Brejo Dos Santos,8904,25.432083,23.775,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bcc_0,Paraiba,679,TR-MOp,MO,4,p,TR,7,352.92333605885506,573.6666700839996,-7.478474740295016,-34.922006670146395,Caapora,8905,24.808195,22.935,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bcd_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,994.6133270263672,18.666666973382235,-7.478474740295016,-36.314395360531655,Cabaceiras,8906,23.124027,20.715,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bce_0,Paraiba,679,TR-MOp,MO,4,p,TR,7,407.11999490857124,535.1333376169205,-7.029317098235255,-34.832175141734446,Cabedelo,8907,25.885834,24.171667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bcf_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,869.3299970626831,109.13333394005895,-6.939485569823304,-38.694930863448384,Cachoeira Dos Indios,8908,25.976805,24.166666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bd0_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,994.846658706665,62.899998631328344,-7.119148626647208,-37.1677948804452,Cacimba De Areia,8909,26.108612,24.448334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bd1_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,732.0399971008301,33.90000008046627,-6.625075220381471,-35.82032195426592,Cacimba De Dentro,8910,22.50375,20.193333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bd2_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,863.1799983978271,43.766666892915964,-7.20898015505916,-37.07796335203325,Cacimbas,8911,22.42375,20.038334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bd3_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,587.849995136261,83.73333245515823,-6.625075220381471,-35.416080076412136,Caicara,8912,24.898333,22.791666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bd4_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,835.563337802887,120.33333559706807,-6.939485569823304,-38.56018357083046,Cajazeiras,8913,26.04875,24.195,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bd5_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,867.6466655731201,98.70000327378511,-6.939485569823304,-37.796615579328865,Cajazeirinhas,8914,26.277779,24.27,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bd6_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,601.3599934577942,95.90000140666962,-7.119148626647208,-35.371164312206155,Caldas Brandao,8915,25.033056,22.975,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bd7_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,884.53000831604,50.06666625291109,-7.927632382354777,-36.763553002591415,Camalau,8916,23.10389,20.776667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bd8_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,804.8066568374634,27.566666424274445,-7.253895919265136,-35.99998501108982,Campina Grande,8917,22.617916,20.023335,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bd9_0,Paraiba,679,TR-MOp,MO,4,p,TR,7,482.02333760261536,202.49999475479126,-6.894569805617327,-35.191501255382256,Capim,8918,25.208334,23.241667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bda_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,1018.0200004577637,18.233333334326744,-7.792885089736849,-36.49405841735556,Caraubas,8919,22.794445,20.383333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bdb_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,782.9733357429504,118.20000003278255,-7.029317098235255,-38.33560474980058,Carrapateira,8920,25.172916,23.196667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bdc_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,632.646656036377,47.93333274126053,-6.759822512999399,-35.77540619005994,Casserengue,8921,22.454445,20.093334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bdd_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,801.4866800308228,158.79999956861138,-7.119148626647208,-37.572036758298985,Catingueira,8922,25.081667,22.933332,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bde_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,851.4600057601929,116.49999826401472,-6.310664870939639,-37.706784050916916,Catole Do Rocha,8923,26.178888,24.536667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bdf_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,917.6699924468994,22.866666704416275,-7.43355897608904,-36.0449007752958,Caturite,8924,22.989584,20.568333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001be0_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,741.503324508667,76.83333402127028,-7.478474740295016,-38.515267806624486,Conceicao,8925,24.231388,21.73,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001be1_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,964.4699954986572,75.19999984279275,-6.849654041411351,-37.61695252250496,Condado,8926,26.526388,24.68,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001be2_0,Paraiba,679,TR-MOp,MO,4,p,TR,7,305.3966654539108,564.6666686534882,-7.298811683471112,-34.87709090594042,Conde,8927,24.878334,23.083334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001be3_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,957.7500114440918,32.4666671641171,-7.792885089736849,-36.62880570997349,Congo,8928,23.02486,20.673334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001be4_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,862.4699945449829,82.90000070631504,-7.029317098235255,-37.97627863615277,Coremas,8929,26.149445,24.138332,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001be5_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,943.3900184631348,28.29999989643693,-7.65813779711892,-36.62880570997349,Coxixola,8930,22.976667,20.616667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001be6_0,Paraiba,679,TR-MOp,MO,4,p,TR,7,435.87667179107666,235.06666719913483,-7.119148626647208,-35.1016697269703,Cruz Do Espirito Santo,8931,25.200556,23.328333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001be7_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,926.5133266448975,24.10000003874302,-6.849654041411351,-36.314395360531655,Cubati,8932,22.445694,20.306667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001be8_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,906.7599906921387,25.533332984894514,-6.5352436919695185,-36.089816539501776,Cuite,8933,23.3925,21.41,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001be9_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,519.9100003242493,159.76666802167892,-6.894569805617327,-35.23641701958823,Cuite De Mamanguape,8934,25.470972,23.49,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bea_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,505.61999893188477,139.30000221729279,-6.894569805617327,-35.55082736903006,Cuitegi,8935,23.981388,21.841667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001beb_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,530.1900074481964,152.9000016450882,-6.714906748793423,-35.281332783794205,Curral De Cima,8936,25.328333,23.3,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bec_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,771.753342628479,87.89999892562628,-7.523390504500992,-38.20085745718265,Curral Velho,8937,24.901527,22.31,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bed_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,769.1066665649414,30.466667219996452,-6.625075220381471,-35.91015348267787,Damiao,8938,22.20125,19.888334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bee_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,847.383337020874,53.69999996945262,-7.298811683471112,-37.122879116239226,Desterro,8939,22.182222,19.731667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bef_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,780.2533283233643,88.93333383649588,-7.43355897608904,-38.2906889855946,Diamante,8940,25.254166,22.74,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bf0_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,766.906665802002,33.66666695475578,-6.580159456175495,-35.59574313323604,Dona Ines,8941,24.427223,22.268333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bf1_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,562.9633316993713,113.43333321809769,-6.714906748793423,-35.371164312206155,Duas Estradas,8942,25.219305,23.18,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bf2_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,781.1466598510742,148.56667055934668,-7.074232862441232,-37.75169981512289,Emas,8943,25.64236,23.448334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bf3_0,Paraiba,679,ST-SEp,SE,3,p,ST,6,615.9499893188477,46.233333587646484,-6.984401334029279,-35.91015348267787,Esperanca,8944,21.595278,19.123333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bf4_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,730.3199853897095,32.39999967813492,-7.388643211883064,-35.77540619005994,Fagundes,8945,23.626528,21.311666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bf5_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,1112.8833312988281,33.100000351667404,-6.40049639935159,-36.449142653149586,Frei Martinho,8946,25.145834,23.631666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bf6_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,791.240008354187,29.766666769981384,-7.613222032912945,-35.82032195426592,Gado Bravo,8947,23.245556,21.033333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bf7_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,540.1800088882446,123.36666417121887,-6.894569805617327,-35.46099584061811,Guarabira,8948,25.126945,23.026667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bf8_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,545.2599983215332,96.53333258628845,-7.164064390853183,-35.416080076412136,Gurinhem,8949,24.649166,22.543333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bf9_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,966.7266540527344,20.16666654497385,-7.253895919265136,-36.49405841735556,Gurjao,8950,22.90375,20.521667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bfa_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,758.289999961853,85.7000009007752,-7.478474740295016,-38.380520514006555,Ibiara,8951,24.804861,22.268333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bfb_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,791.7866611480713,106.39999853819609,-7.164064390853183,-38.1110259287707,Igaracy,8952,25.907223,23.661667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bfc_0,Paraiba,679,ST-SEp,SE,3,p,ST,6,704.2166700363159,117.63333152234554,-7.343727447677088,-37.52712099409301,Imaculada,8953,21.4,18.806667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bfd_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,625.2833271026611,44.60000056028366,-7.253895919265136,-35.640658897442016,Inga,8954,24.290695,21.98,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bfe_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,591.1900019645691,69.29999947547913,-7.343727447677088,-35.371164312206155,Itabaiana,8955,24.865,22.788334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001bff_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,771.4499959945679,102.99999978393316,-7.298811683471112,-38.20085745718265,Itaporanga,8956,25.611805,23.171667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c00_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,497.01000475883484,192.90000313520432,-6.8047382772053755,-35.23641701958823,Itapororoca,8957,25.290695,23.318333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c01_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,712.399998664856,42.10000002384186,-7.388643211883064,-35.59574313323604,Itatuba,8958,24.705418,22.47,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c02_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,540.8699932098389,149.26666700839996,-6.580159456175495,-35.281332783794205,Jacarau,8959,24.939861,22.831667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c03_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,880.78000831604,89.56666539609432,-6.490327927763542,-37.796615579328865,Jerico,8960,26.17361,24.495,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c04_0,Paraiba,679,TR-MOp,MO,4,p,TR,7,356.86333349347115,596.7666658163071,-7.164064390853183,-34.87709090594042,Joao Pessoa,8961,25.644167,23.881666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c05_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,521.3433322906494,100.69999992847443,-7.164064390853183,-35.55082736903006,Juarez Tavora,8962,24.159445,21.93,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c06_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,926.5566596984863,21.59999993816018,-7.029317098235255,-36.538974181561535,Juazeirinho,8963,22.405972,20.158333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c07_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,937.89333152771,22.7666666097939,-6.984401334029279,-36.763553002591415,Junco Do Serido,8964,22.451944,20.301666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c08_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,507.3466715812683,128.90000176429749,-7.343727447677088,-35.23641701958823,Juripiranga,8965,24.70764,22.681667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c09_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,707.8933334350586,108.23333352804184,-7.478474740295016,-37.796615579328865,Juru,8966,22.93389,20.305,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c0a_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,820.9199867248535,95.43333454430103,-6.625075220381471,-37.88644710774082,Lagoa,8967,25.293333,23.511667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c0b_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,570.4800004959106,109.90000253915787,-6.6699909845874465,-35.371164312206155,Lagoa De Dentro,8968,25.140972,23.086666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c0c_0,Paraiba,679,ST-SEp,SE,3,p,ST,6,535.7266721725464,75.39999997615814,-7.164064390853183,-35.82032195426592,Lagoa Seca,8969,21.936111,19.431667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c0d_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,869.3666639328003,96.46666807308793,-6.5352436919695185,-38.20085745718265,Lastro,8970,25.868334,24.166666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c0e_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,886.7766704559326,44.96666653081775,-7.343727447677088,-36.94321605941532,Livramento,8971,22.710278,20.306667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c0f_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,661.85999584198,54.43333449959755,-6.5352436919695185,-35.416080076412136,Logradouro,8972,25.234722,23.088333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c10_0,Paraiba,679,TR-MOp,MO,4,p,TR,7,371.88999676704407,499.06666219234467,-6.939485569823304,-34.922006670146395,Lucena,8973,25.637362,23.825,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c11_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,770.7800045013428,149.6000009663403,-7.253895919265136,-37.437289465681054,Mae D'agua,8974,23.495556,21.025,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c12_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,942.6733360290527,81.53333393111825,-6.894569805617327,-37.52712099409301,Malta,8975,26.115555,24.32,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c13_0,Paraiba,679,TR-MOp,MO,4,p,TR,7,429.5900049209595,287.5666626691818,-6.714906748793423,-35.146585491176275,Mamanguape,8976,24.864305,22.95,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c14_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,704.9666719436646,81.49999987334013,-7.7030535613248965,-38.20085745718265,Manaira,8977,22.499584,19.84,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c15_0,Paraiba,679,TR-MOp,MO,4,p,TR,7,405.9233367443085,420.2666779756546,-6.759822512999399,-35.01183819855835,Marcacao,8978,25.481945,23.591667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c16_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,504.00999784469604,139.63333255052567,-7.029317098235255,-35.32624854800018,Mari,8979,24.824444,22.805,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c17_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,882.2266635894775,113.99999887868762,-6.8047382772053755,-38.33560474980058,Marizopolis,8980,26.734028,24.921667,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c18_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,633.9166641235352,45.76666736602783,-7.20898015505916,-35.77540619005994,Massaranduba,8981,22.97,20.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c19_0,Paraiba,679,TR-MOp,MO,4,p,TR,7,430.6633279323578,369.86666905879974,-6.5352436919695185,-35.056753962764326,Mataraca,8982,25.705694,23.698334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c1a_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,505.2999978065491,96.1999990940094,-7.119148626647208,-35.77540619005994,Matinhas,8983,22.16,19.758333,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c1b_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,915.5766706466675,79.96666617691517,-6.5352436919695185,-37.75169981512289,Mato Grosso,8984,26.381666,24.666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c1c_0,Paraiba,679,ST-SEp,SE,3,p,ST,6,727.6533260345459,99.66666612029076,-7.298811683471112,-37.347457937269105,Matureia,8985,21.245417,18.698334,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001c1d_0,Paraiba,679,TR-SEp,SE,3,p,TR,7,599.4533319473267,60.03333389759064,-7.298811683471112,-35.505911604824085,Mogeiro,8986,24.610556,22.346666,"{""type"":""MultiPoint"",""coordinates"":[]}"
