code_muni,name_muni,abbrev_state,classe_koppen,classe_koppen_codigo,precip_anual_mm,precip_mes_mais_seco_mm,temp_anual_c,temp_mes_mais_frio_c,temp_mes_mais_quente_c,preenchido_por_vizinho
1100346.0,Alvorada d'Oeste,RO,Aw,4.0,1780.5666666666666,9.333333333333334,24.87805555555556,23.76833333333333,25.654999999999998,False
1100379.0,Alto Alegre dos Parecis,RO,Aw,4.0,1493.9,5.633333333333334,25.0975,23.636666666666667,25.96333333333333,False
1100403.0,Alto Paraíso,RO,Aw,4.0,2229.1000000000004,8.766666666666667,25.79625,25.01333333333333,26.44333333333333,False
1100452.0,Buritis,RO,Am,2.0,2117.366666666667,15.866666666666667,25.95875,25.05333333333333,26.675,False
1100502.0,Novo Horizonte do Oeste,RO,Aw,4.0,1760.2333333333331,7.1,24.879166666666663,23.686666666666675,25.71166666666667,False
1100601.0,Cacaulândia,RO,Aw,4.0,2021.6666666666663,7.4,25.32375,24.459999999999997,25.91833333333334,False
1100700.0,Campo Novo de Rondônia,RO,Am,2.0,2125.9,17.166666666666668,25.792500000000004,24.81166666666667,26.513333333333332,False
1100809.0,Candeias do Jamari,RO,Am,2.0,2262.4,11.866666666666667,26.012222222222224,25.49,26.665,False
1100908.0,Castanheiras,RO,Aw,4.0,1875.3,7.733333333333333,24.88694444444444,23.706666666666667,25.791666666666668,False
1100924.0,Chupinguaia,RO,Aw,4.0,1553.6,6.033333333333333,24.72583333333333,23.153333333333343,25.63833333333333,False
1100940.0,Cujubim,RO,Am,2.0,2426.5000000000005,12.4,25.68375,25.024999999999995,26.28833333333334,False
1101005.0,Governador Jorge Teixeira,RO,Aw,4.0,1911.233333333333,9.566666666666666,25.149166666666662,24.15333333333333,25.73333333333333,False
1101104.0,Itapuã do Oeste,RO,Am,2.0,2262.4,11.866666666666667,26.012222222222224,25.49,26.665,True
1101203.0,Ministro Andreazza,RO,Aw,4.0,2003.6666666666663,9.2,23.94305555555556,22.915000000000003,25.01,False
1101302.0,Mirante da Serra,RO,Aw,4.0,1768.0000000000002,9.533333333333331,24.754722222222224,23.699999999999992,25.38333333333333,False
1101401.0,Monte Negro,RO,Aw,4.0,2113.5,11.1,25.46,24.575,26.108333333333334,False
1101435.0,Nova União,RO,Aw,4.0,1834.7,8.433333333333334,24.82236111111111,23.82666666666667,25.656666666666663,False
1101450.0,Parecis,RO,Aw,4.0,1572.7,5.6,24.755972222222223,23.311666666666664,25.59833333333334,False
1101468.0,Pimenteiras do Oeste,RO,Aw,4.0,1475.7666666666669,8.133333333333333,25.496666666666663,23.761666666666667,26.61833333333333,False
1101476.0,Primavera de Rondônia,RO,Aw,4.0,1733.9333333333336,5.633333333333334,24.83305555555556,23.530000000000005,25.62333333333334,False
1101484.0,São Felipe d'Oeste,RO,Aw,4.0,1701.366666666667,5.666666666666667,24.75361111111112,23.433333333333337,25.535000000000004,False
1101492.0,São Francisco do Guaporé,RO,Aw,4.0,1596.0,7.6,25.615694444444443,24.30666666666667,26.49333333333334,False
1101500.0,Seringueiras,RO,Aw,4.0,1685.1333333333334,9.466666666666669,25.400972222222222,24.148333333333333,26.2,False
1101559.0,Teixeirópolis,RO,Aw,4.0,1961.6,10.066666666666666,24.84638888888889,23.85333333333333,25.805000000000007,False
1101609.0,Theobroma,RO,Aw,4.0,2093.866666666667,11.866666666666667,25.137638888888887,24.358333333333327,25.925,False
1101708.0,Urupá,RO,Aw,4.0,1867.733333333333,10.266666666666667,24.92972222222222,23.85166666666667,25.851666666666667,False
1101757.0,Vale do Anari,RO,Aw,4.0,2090.5666666666666,8.166666666666666,25.346944444444446,24.668333333333333,25.961666666666662,False
1101807.0,Vale do Paraíso,RO,Aw,4.0,2069.333333333333,11.633333333333333,25.200000000000003,24.36833333333333,26.10166666666667,False
1200013.0,Acrelândia,AC,Aw,4.0,1939.3333333333333,19.133333333333333,26.155833333333337,24.90333333333333,27.12833333333333,False
1200054.0,Assis Brasil,AC,Aw,4.0,1787.9666666666667,28.23333333333333,24.832916666666677,23.04666666666666,25.678333333333335,False
1200104.0,Brasiléia,AC,Aw,4.0,1652.0000000000002,19.166666666666668,25.18555555555556,23.466666666666665,26.026666666666664,False
