system:index,UF,UF_codigo_gaul,classe_koppen,classe_koppen_codigo,latitude,longitude,municipio,municipio_codigo_gaul,precip_anual_mm,precip_mes_mais_seco_mm,temp_anual_c,temp_mes_mais_frio_c,temp_mes_mais_quente_c,.geo
000000000000000015dd_0,Alagoas,666,Am,2,-8.960694959092226,-35.91015348267787,Ibateguara,6387,1536.6666666666667,45.766666666666666,21.526805555555555,19.33833333333333,23.15833333333334,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015de_0,Alagoas,666,As,3,-9.544599893769915,-36.673721474179466,Igaci,6388,657.7333333333335,14.5,24.070694444444445,21.323333333333338,26.015000000000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015df_0,Alagoas,666,As,3,-10.128504828447605,-36.62880570997349,Igreja Nova,6389,958.8333333333333,20.633333333333333,25.380416666666665,22.73166666666667,27.43833333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015e0_0,Alagoas,666,BSh,5,-9.275105308534059,-37.706784050916916,Inhapi,6390,542.0,7.8,24.50319444444445,20.916666666666668,26.746666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015e1_0,Alagoas,666,BSh,5,-9.634431422181867,-37.212710644651175,Jacare Dos Homens,6391,548.0666666666667,11.1,24.979305555555555,21.755000000000003,27.19666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015e2_0,Alagoas,666,Am,2,-8.870863430680274,-35.46099584061811,Jacuipe,6392,1500.3333333333335,40.63333333333333,23.703888888888894,21.865000000000002,25.033333333333335,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015e3_0,Alagoas,666,As,3,-9.095442251710155,-35.281332783794205,Japaratinga,6393,1401.3333333333335,32.96666666666667,24.569583333333338,22.991666666666674,25.73,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015e4_0,Alagoas,666,As,3,-9.634431422181867,-36.988131823621295,Jaramataia,6394,588.1333333333333,12.833333333333334,24.753333333333334,21.76833333333333,26.828333333333322,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015e5_0,Alagoas,666,As,3,-9.095442251710155,-35.77540619005994,Joaquim Gomes,6395,1381.6999999999998,27.5,23.54402777777778,21.483333333333338,25.011666666666674,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015e6_0,Alagoas,666,As,3,-8.960694959092226,-35.55082736903006,Jundia,6396,1404.2666666666669,36.166666666666664,23.675416666666667,21.773333333333333,25.053333333333338,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015e7_0,Alagoas,666,As,3,-9.859010243211747,-36.449142653149586,Junqueiro,6397,929.0000000000002,20.1,23.931250000000006,21.366666666666664,25.82833333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015e8_0,Alagoas,666,As,3,-9.814094479005773,-36.71863723838544,Lagoa Da Canoa,6398,769.3,18.6,23.62333333333333,20.810000000000002,25.711666666666666,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015e9_0,Alagoas,666,As,3,-9.72426295059382,-36.449142653149586,Limoeiro De Anadia,6399,933.0999999999999,17.8,23.70430555555556,21.12333333333333,25.631666666666668,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015ea_0,Alagoas,666,Am,2,-9.49968412956394,-35.730490425853965,Maceio,6400,1776.7333333333331,37.333333333333336,24.240138888888893,22.24,25.684999999999995,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015eb_0,Alagoas,666,As,3,-9.544599893769915,-36.988131823621295,Major Isidoro,6401,596.1333333333333,11.9,24.55819444444445,21.56,26.653333333333325,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015ec_0,Alagoas,666,As,3,-9.454768365357964,-36.35931112473763,Mar Vermelho,6402,1278.233333333333,24.3,21.92652777777778,19.565,23.751666666666665,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015ed_0,Alagoas,666,As,3,-8.960694959092226,-35.281332783794205,Maragogi,6403,1477.7333333333333,38.43333333333333,24.16569444444444,22.495000000000005,25.375,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015ee_0,Alagoas,666,BSh,5,-9.230189544328082,-37.39237370147508,Maravilha,6404,576.0999999999999,8.433333333333334,23.99666666666667,20.618333333333336,26.156666666666663,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015ef_0,Alagoas,666,As,3,-9.72426295059382,-35.91015348267787,Marechal Deodoro,6405,1529.3333333333333,31.333333333333332,24.661805555555556,22.573333333333334,26.179999999999996,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015f0_0,Alagoas,666,As,3,-9.544599893769915,-36.314395360531655,Maribondo,6406,1193.5,20.766666666666666,23.276527777777776,20.825,25.086666666666662,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015f1_0,Alagoas,666,BSh,5,-9.050526487504179,-37.75169981512289,Mata Grande,6407,555.1,9.7,23.524722222222223,20.065,25.683333333333344,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015f2_0,Alagoas,666,As,3,-9.095442251710155,-35.55082736903006,Matriz De Camaragibe,6408,1491.0000000000002,34.766666666666666,24.18847222222222,22.310000000000002,25.46666666666668,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015f3_0,Alagoas,666,As,3,-9.320021072740035,-35.82032195426592,Messias,6409,1511.9000000000003,27.0,23.880277777777778,21.813333333333333,25.36666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015f4_0,Alagoas,666,As,3,-9.320021072740035,-36.85338453100337,Minador Do Negrao,6410,629.3666666666666,12.866666666666667,24.047777777777778,21.108333333333334,26.068333333333328,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015f5_0,Alagoas,666,As,3,-9.589515657975891,-37.30254217306313,Monteiropolis,6411,563.2,11.866666666666667,24.49111111111111,21.19666666666667,26.72166666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000015f6_0,Alagoas,666,As,3,-9.275105308534059,-35.955069246883845,Murici,6412,1369.6,24.9,23.558055555555555,21.383333333333336,25.16,"{""type"":""MultiPoint"",""coordinates"":[]}"
